category_id,category,articles
4,business,company express regret embarrassing communication send investigator thursday include comment airplane design clown turn supervise monkey
0,opinion,late episode critique prison system  laugh
1,world,relentlessness blaze increasingly push australia  crisis mode anger fatigue
1,world,reporter grind document disaster unfold  interview evacuee follow firefighter
3,arts,thriller series base jeffery deaver novel debut nbc rupaul star new netflix comedy series
0,opinion,time let fantasy british nation die
3,arts,george  bush respect  enough put effort lie remember colbert say compare iran crisis  iraq invasion
5,sports,n  injury bug affect net much team levert finally healthy ready help teammate right ship
5,sports,oddsmakers predict louisiana state easily beat clemson college national title game acknowledge base public pressure rather hard data
2,politics,u cyberdefenses improve   many vulnerability exploit  year ago remain attack get sophisticated
1,world,ukraine main intelligence agency say narrow possible cause crash missile strike terrorist act iran  announce finding
0,opinion,idea eternal damnation  biblically philosophically morally justify many retains psychological allure
0,opinion, step plan deal stress become part solution
3,arts,philadelphia museum art bos quietly resign directs erie art museum woman also object conduct
0,opinion,full time union hotel worker watch app base service replace next
2,politics,craft disability right plan  candidate consult people  affect policy make  advocate say
4,business,embolden metoo entry level worker entertainment industry band together money well behavior boss
0,opinion,democratic candidate need stop make excuse avoid obama mistake hispanic population much electoral fad
4,business,labor department monthly job report suggest economy end  steady footing
0,opinion,year allow email pile trip rabbit hole surprisingly emotional
0,opinion,teenager young men still right vocabulary help get
0,opinion,submit washington pressure minor affair latin america president alberto fernández  well put evo morale nicolás maduro 
1,world,ultraconservative orthodox group  protest many israeli bus offer new freedom travel weekend
5,sports,home team guarantee lock use number factor play
0,opinion,strike justify legally sound
3,arts,renovation cologne opera house run  year late cost estimate double  long list public work go wrong country
4,business,boeing release  page internal message  max congress make comfortable reading
1,world,hindu nationalist view jawaharlal nehru university mob rampage last weekend symbol everything bad country  analyst say
2,politics,candidate news medium voter turn state stage audition  president
1,world,prime minister adel abdul mahdi say ask secretary state mike pompeo send delegation baghdad prepare withdrawal american troop
4,business,samira ahmed sued british public broadcaster back pay learn male colleague similar work pay  time much
5,sports,lamar jackson back  healthy chief build surprising defense packer aaron rodgers
3,arts,jeremy harris combine discipline summer festival
0,opinion,even  year old forget simple thing
3,arts,tv critic take reader burn question watch
3,arts,comedian recently release first stand special planet burn share thing live 
3,arts,phase  developer imago  foot long structure overshadow high line last thing new yorkers need wall state senator say
1,world,judge igor tuleya face threat fake anthrax attack denunciation right wing news medium fights government campaign control court
2,politics,david richter front runner house primary new jersey change democratic incumbent announce become republican president support
2,politics,poll show american think war iran likely president trump take office
0,opinion,proposal  threaten scrutiny big project  put community environment risk
3,arts,star tenor  return boyish role breathlessly hype  debut
3,arts,hear track alicia key mac miller michael stipe others
2,politics,letter lawmaker ms pelosi move end impasse pave way third presidential impeachment trial history begin soon wednesday
3,arts,curator high line first italian woman organize show
4,business,spirit aerosystems supply fuselage  max say layoff due uncertainty  production resume
1,world,administration impose new sanction tehran secretary state provide specific evidence kill maj gen qassim suleimani justify immediate threat
2,politics,m williamson  help author spiritual adviser run president viral debate moment draw fire comment science medicine
1,world,take sensitive subject  homosexuality contraception society dominate time restrictive roman catholic teaching
0,opinion,reader hold president trump responsible  death  iranian
3,arts,new legislation combat money launder terrorism finance require dealer auctioneer establish identity buyer seller
2,politics,former mayor try bridge ground  democratic party also make direct appeal disaffect conservative stomach president trump
4,business,skill call  tylenol tamper case devastate gas leak india  named century influential p r figure
3,arts,daniel harding last lead orchestra  return week work grieg strauss
3,arts,mystery horror hybrid get stylish extremely moody adaptation hbo richard price
1,world,everyone involve want quick resolution wary setting precedent  harm monarchy
4,business,university investigate history mr epstein joichi ito face prominent medium lab program acknowledge receive money convict sex offender
5,sports,striker blend world class talent cartoonish charm decade return milan schtick wearing thin
5,sports,clemson  third national title  season beat l u swinney win player fan booster  first day
2,politics,mr collins walk back statement make wednesday  fiery debate congress role matter war peace
1,world,governor say  year old boy  influence violent video game
4,business,agreement vision property management  require company provide clean title  renter state
1,world,fail airstrike yemen aim abdul reza shahlai official iran quds force organizer finance regional militia support iran
1,world,bomb tear friday even prayer mosque quetta pakistan also injure least  many critical condition
2,politics,mr sander edge competitor de moines register cnn poll release friday first significant survey iowa nearly  month
4,business,current manager salary restaurant range     company say  retail analyst say raise pay necessary move current labor market
1,world,president also assert believe american citizen right detail intelligence prompt kill iranian general
1,world,thank god free  londoner say race know caribbean woman grow experience
3,arts,drum intricate explosive expand rush power trio dynamic lyric transform band song elaborate suite
0,opinion, reader cheer good  call hyperprivileged dismayed extensive medium coverage
1,world,president tsai ing wen prospect vote saturday buoy strong economy promise stand china
1,world,pressure impend brexit push war party deal restore power share government work together effectively
4,business,dennis muilenburg oust last month forfeit stock award worth    still contractually entitle receive benefit
1,world,u airstrikes kill iranian leader iraq parliament vote expel american force iraqi official say  disastrous iraq
2,politics,climate environmental activist grow impatient democratic lead house view enough enact agenda
4,business, internal employee communication show aviation giant trouble go   poorly design plane
0,opinion,race president proxy contest national identity
0,opinion,say sander unelectable indefensible
2,politics,time reporter field question reader cover topic  chief justice role odds second impeachment
1,world,debate much blame government bear down ukrainian jetliner threaten destroy moment national solidarity
4,business,presidency crisis nation brink war white house press secretary largely sight
0,opinion,memento mori  friend
1,world,long serve arab ruler qaboos pull nation poverty broker quiet talk global foe
2,politics,gov greg abbott tell state department texas  accept refugee year
0,opinion,community reinvestment act need renovation trump administration instead propose partial demolition
1,world,announcement come american allied intelligence assessment suggest iranian missile bring plane likely accident
2,politics,rare public filing bureau say  extend wiretap change tool collect data suspect spy terrorist
1,world,coronavirus surface city wuhan put region alert evidence spread  human
1,world,down airliner  tehran apparently iranian missile create diplomatic crisis
4,business,national labor relation board say settlement unionize broadcast technician large monetary remedy  year history
1,world, victim  canadian die flight crash way tehran ukraine many student faculty university alberta edmonton
4,business, time arjav rawal tweet result official release beat even cnn poll sponsor
1,world,iran view u kill maj gen qassim suleimani speak several iranian get perspective figure celebrate war hero criticize symbol repressive security apparatus
1,world,plane take iran missile strike base iraq even ukrainian plane crash shortly takeoff
1,world,week   sheep die black sea  romania  lucky one rescue animal welfare group pledge protect slaughter
1,world,islamic republic iran deeply regret disastrous mistake president hassan rouhani say iran reverse claim mechanical failure blame
0,opinion, conclusion drawn megxit
3,arts,late movie john wick saga air hbo raconteur perform song new album austin city limit
1,world,military say ukraine passenger jet misidentified cruise missile fly tehran
5,sports,best rookie defender n f l dominate speed power technical expertise amplify sophistication rare age
2,politics, democrat criticize president trump iran strategy top candidate notch significant endorsement iowa caucus less month away
2,politics,bernie sander joseph r biden jr seek take control race early stage try deny momentum top  rival elizabeth warren pete buttigieg
1,world,senior aide say north leader kim jong un good personal feeling president  affect policy
1,world,song grandmother gas guzzle motorcycle fuel national debate germany wheel right wing actor want way
1,world,professor estimate week  animal die australia wildfire number come
4,business,nepal many country private tanker operator profit grow water scarcity
1,world,victory remarkable comeback m tsai suggest beijing pressure campaign backfire
1,world,united state accidentally down iranian passenger jet  kill  people aboard  battle iranian force persian gulf
1,world,possibility prince harry wife meghan  settle canada unleashed frenzy excitement offer free coffee also dissent
1,world,long ago duke duchess sussex golden eye news medium public happen
5,sports,field  team final  quest championship expert pick player instrumental team success
1,world,vessel  around  people  greek coast guard say major search rescue mission underway
0,opinion,president target qassim suleimani obsess jimmy carter
2,politics,speaker nancy pelosi wait name representative present case senate making already fraught job even difficult
4,business,former nissan executive remain tokyo await trial criminal charge help mr ghosn hide compensation
0,opinion,congress debate law govern use force symbolic resolution
0,opinion,chase bank well fargo citibank bank  bad offender
5,sports,49ers defeat viking   dominate fashion include  rush touchdown capitalize viking mistake
2,politics,mayor ponder city hall white house leap
1,world,taliban claim responsibility attack roadside bomb hit u force vehicle
0,opinion,geriatrician describe age end life curriculum harvard medical school
0,opinion,reader say humane legal way reduce  suffer even somebody dementia
5,sports,raven come playoff top seed f c quarterback ryan tannehill turn game rout tennessee outplay lamar jackson
3,arts,conversation best jazz album year tell  genre future
0,opinion,donor claim  fix fabienne jean body break heart instead
1,world,ukrainian official suggest iran  admit responsibility investigator ukraine find  debris crash wreckage
2,politics,story week secret planning month precede rank perilous chapter far president trump  year office
1,world,thousand protester gather saturday iran furious government admission accidentally shot ukrainian passenger jet kill  people
4,business,attribute move creative difference opinion say work do film illuminate full scope woman allegation sexual abuse
5,sports,nolan turner caught game clinch interception send clemson college football title game kevin turner father play n f l die battle disease associate blow head
1,world,face unrelenting protest propose change france generous pension system official withdraw move raise full benefit retirement age  present 
0,opinion,fox news host antiwar stance erase ugliness
0,opinion,crisis english department also crisis faith
1,world,sultan haitham bin tariq take power death sultan qaboos rule country  year pledge follow predecessor quiet diplomacy
2,politics,democratic presidential candidate say  spend big even nominee someone sharp difference  bernie sander elizabeth warren
0,opinion,harry meghan move english basement
0,opinion,new year resolution incoming bos
1,world,video address saturday president volodymyr zelensky ukraine pledge perpetrator attack airliner  punish body ukrainian kill crash  promptly return
3,arts, literary adaptation debut stephen king outsider get dark take hbo jane  sanditon inspires pbs masterpiece series
5,sports,  head coach opening n f l season fill person color often go country elite organization
1,world,interview local medium prime minister scott morrison express regret reiterate economic concern  still play key role climate policy
4,business,cab business  percent less decade plan make taxis lot  app hail rival
1,world,cease fire first put forward turkey russia stir hope end fight libya capital
1,world,short cash socialist party move headquarters parisian mansion own princess converted factory suburb
1,world,ten thousand evacuate tremor felt nearby village  eruption country second active volcano taal  manila
0,opinion,still president tsai taiwan elect tough china
3,arts,weinstein trial rare sexual misconduct allegation old litigate woman men find alternative way get court
5,sports, ranked williams beat fellow american jessica pegula     sunday new zealand
5,sports,n f l presumptive valuable player  lead  raven past tennessee titan
3,arts, polish government effort recover cultural object lose world war ii researcher say museum hold steal item leave behind nazis
1,world,state department call request anne sacoolas  husband work american diplomat britain highly inappropriate
1,world,face hostility  former colony stall fight extremist president emmanuel macron take harsh public stance expect follow
3,arts,rush drummer lyricist know intricate yet explosive playing die 
5,sports,patrick mahomes kansas city offense unstoppable withstand houston texan early rally
2,politics,disparity defense secretary president trump add  twist ever evolve explanation strike iranian general lead brink war
1,world,million greet screech alert phone hour half later  message follow alarm issue error
1,world,bagram economy tightly bound american military make boom town today leave target
0,opinion,reader offer analysis despondent best help
0,opinion,reader suggest way encourage development new drug prolong effectiveness one also postscript little woman
5,sports,thanks aaron rodgers plucky defense green bay play san francisco next week shot super bowl
2,politics,move sea seiu local  stand contrast national affiliate decision far stay neutral presidential race
2,politics,review find student aid gunman saudi trainee conclude tie extremist movement others pornography taboo saudi arabia
1,world,future secure finally go home good job diego
4,business,steve mcqueen hero car renowned hollywood chase scene break expectation sale   
3,arts,paolo sorrentino visually arrest breezily provocative follow young pope john malkovich jude law play dual pontiff  coma
0,opinion,republican foreign policy define clash world view define loyalty president
0,opinion,get
2,politics,m warren say disappointed sander campaign use script volunteer suggest appealed mainly highly educate voter mr sander call good friend say report tension 
2,politics,judith sheindlin nonsense tv megastar enter politics campaign mr bloomberg former new york mayor unlikely pairing  seem
4,business,rule  limit exposure company  mcdonald wage claim complaint effectively replace labor friendly obama era approach
3,arts, successive night metropolitan opera emphasis large issue personal story
1,world,video verify new york time show iranian military fire  missile passenger jet everything know happen  minute flight
2,politics,president inject new instability loom impeachment trial speaker nancy pelosi warn nothing  erase stain presidency
0,opinion,government need see hidden
2,politics,senator chuck schumer minority leader know senate unlikely convict president trump focus constitutes fair trial try put republican box
2,politics,basic configuration president defense team establish aspect yet determine
1,world,remarkably criticism come  government hard line power base
2,politics,october    senator give president george w bush authority use force iraq still try explain choice
1,world,kenneth roth executive director organization say immigration official turn away airport saw late sign deteriorate freedom city
2,politics, day official struggle rationalize decision risk war iran
5,sports,titan pull stunning upset chief   get healthy packer survive comeback attempt conference championship field set
3,arts,young pope sequel series debut hbo ruth bader ginsburg story come showtime
4,business,former employee luggage start tell tech website steph korey create toxic culture step aside say mistake
5,sports,l u quarterback comment win heisman trophy resonate region struggle poverty
1,world,perilous situation deter people return home initially flee safety  warning violent tsunami
0,opinion, candidate fifteen new york time journalist record let  help decide democratic nominee
0,opinion,mr steyer interview new york time endorsement
0,opinion,mr sander interview new york time endorsement
0,opinion,easy way live gently earth key word easy
0,opinion,medicaid expansion late example liberal policy make good politics
0,opinion,idea cultural difference use justification humanity bad crime
0,opinion,president believe good good country indistinguishable
4,business,  year top political correspondent de moines register big role play brianne pfannenstiel turn
2,politics,supreme court never definitively resolve  congress sue president
2,politics,part president trump appeal reflect criticism america entanglement abroad uncertainty middle east  threaten election chance
0,opinion,fine line story worldview specific person  declare   matter
2,politics,interview editorial board new york time senator touched broad range subject include china gun control wish people happy birthday
5,sports,team compete national title  top quarterback  top run back luxury rest
1,world,kimia alizadeh  announced decision instagram post feature photo  summer game bronze  taekwondo
1,world,edel gonzález jiménez say defector firm believer cuban system want see reform
4,business,steph korey step aside chief hip luggage maker last month internet backlash management style return co c e
5,sports,fall    second quarter chief rally  quarterback
5,sports, game absence week talk surgery irving almost perfect
4,business,michael mccain maple leaf food blame ill conceive plan diversion narcissist washington death canadian include colleague family
4,business,country vulnerable environment grow dependence china raise question sustainability economic success
0,opinion,buy campaign fear criminal justice reform
1,world,protester chant iran clerical ruler third day several prominent newscaster quit job apologize broadcast lie
1,world,government start  country netherlands enhance image face global competition
2,politics,new jersey senator build campaign around message unity unable catch substantial number voter end quest vote begin
0,opinion,jennifer lopez get oscar nod career best turn hustler snub highlight large problem hollywood  representation
1,world,president  maduro channel resource caracas abandon rural venezuelan often  electricity police currency
1,world,panel judge rule proceeding unconstitutional crime accuse  undertake single person
1,world,long term arrangement take time settle queen want final decision reach come day
5,sports,nearly  decade lyrical column time bring reader bank clear run stream hush glade majestic forest
5,sports, dozen state expect debate issue   college athlete cut endorsement deal hire agent n c say patchwork rule  jeopardize competition
2,politics,president trump cite maj gen qassim suleimani horrible past possibly reason enough drone strike kill
2,politics,treasury department removal designation provide major concession china day set sign trade deal united state
0,opinion, psychiatrist offer perspectives current political climate also die language
3,arts,british troupe well know united state begin promote record push get monty python fly circus pb
2,politics,poll conduct  university find mr biden top  competitor close pursuit
5,sports,tom fitzgerald name interim general manager sunday team famous  player  get high profile
1,world,counterterrorism police quickly disavow brochure group extinction rebellion militant white supremacist islamist top government official
4,business,people think phil hogan blunt style advantage deal trump white house make first official trip washington week
0,opinion,reader discuss  imminent threat iranian protest mike pompeo call iran change behavior
5,sports,nos    team lose push south carolina top poll
4,business,company set shop country indian live elsewhere return visit  tourism grow
5,sports,general manager jeff luhnow manager j hinch transform team perennial loser champion cheat scheme begin  cost job
2,politics,request set collision law enforcement big technology firm late battle privacy security
3,arts,sean dorsey explore masculinity boy trouble new york live art power message lose steam rambling work
1,world,canada worry duke duchess sussex  expensive protect
0,opinion,fan rush march beat different kind drummer
2,politics,earlier monday bernie sander deny make remark private  meeting elizabeth warren accuse campaign staff lying happen
3,arts, musician collaborate new album winter jazzfest show recall glory country leave behind
0,opinion, fear company continue take hand approach police platform exactly plan
2,politics,uncertainty verge anxiety even panic iowa democrat reflect responsibility feel seek nominee beat president general election
4,business,budget gap widen  grow economy hit high level  
3,arts,box  year old rapper hold comeback single bieber thanks success streaming platform
4,business,fearful public anger plunge economy iran leader appear turn inward pull back escalation
1,world,united state military personnel recount  iranian missile hit base last week
3,arts,joshua helmer remove erie art museum new york time article complaint tenure philadelphia museum art
1,world,moustafa kassem detain cairo  suffer serious medical problem protest innocence
5,sports,win monday title game erase remain doubt ed orgeron team arrive dominant force sport
0,opinion, thought appear twitter tax return document ukraine receipt travel
2,politics,rank first still best course iowa caucus second choice candidate win
2,politics,time scale attack suggest russian  look kind damage information joe biden president trump want ukraine security expert say
0,opinion,still come coverage lie
1,world,president emmanuel macron  african leader agree french troop  remain fight islamist militant
0,opinion,care biden electability want excitement
3,arts,event  edition raucous invigorate showcase musician demand international attention
0,opinion,senator booker interview new york time endorsement
2,politics,side choose people make case senate
2,politics,house vote send article impeachment senate set series choreograph step well define others debate shape senate trial
0,opinion,nomination  offer best hope bring together party warring faction
5,sports,jeff luhnow build  houston try gain  edge possible end push envelope far
3,arts,paris opera ballet performer retire  full pension france want tighten retirement rule everyone walk back original proposal  happy
2,politics,rank file senator party leader make clear monday even want pursue dismissal vote simply succeed least outset trial
2,politics,ad begin appear television wisconsin next month florida pennsylvania michigan march
2,politics,amount far exceed congress allocate border barrier year president eye election campaign rush show major progress signature promise
5,sports,heisman trophy win quarterback throw  touchdown monday night clemson deliver national championship l u
3,arts,leslie jones look back life new stand special first democratic presidential debate year air cnn
1,world,kim jong un try attract foreign tourist ease pain sanction south korea say  allow visit north
4,business,influential annual letter chief executive mr fink say firm  avoid investment company present high sustainability relate risk
2,politics,president say big beautiful trade deal win america supporter agree
3,arts,yeah know problem female director get number nomination cat say jimmy kimmel
5,sports,smoke fire shroud court cause  player double cough fit
3,arts,ken jennings james holzhauer brad rutter master board jeopardy great time tournament resume tuesday see answer clue  miss
0,opinion,senator  interview new york time endorsement
2,politics,tonight last debate iowa caucus  month key dynamic watch   democrat stage
0,opinion,recent uptick anti semitic crime make appreciate mother concern unexpected way
0,opinion,new law knock foreign influenced corporation city politics work decision fight
3,arts,actress recently golden globe turn farewell share firsts semi autobiographical tv show soon premiere comedy central  one
0,opinion,
0,opinion, surge  find moment
0,opinion,caucus suppose less important time still  pick winner
0,opinion,jihadist poise comeback
1,world,come immigration taxation even call harry  different newcomer canada
0,opinion,wake recent series earthquakes government show utterly unprepared meet need citizen salvation
3,arts,director first black person lead jury festival  year history
1,world,revolutionary guard arrest person make video missile strike passenger plane video undercut military denial responsibility
1,world,whole family bury pakistani control portion dispute territory rescuer risk life
4,business,  investment giant say make environmental concern key investment focus wall street  choice follow suit
1,world,european nation trigger dispute mechanism  pact first step  reimpose united nation sanction
4,business,goldman sachs bmw insider trading legislation interest year white collar crime
1,world,rescue crew work overnight free trap passenger least  people miss
1,world,mallacoota people huddle shore safety new year eve ration fuel rely military help
0,opinion,state  race
5,sports,league player union agree principle new collective bargaining agreement  nearly double maximum salary provide pay maternity leave
4,business,recent commercial real estate transaction new york
2,politics,everything need know tuesday presidential debate de moines
4,business,aventura mall  miami shy invest infrastructure widely consider  successful mall country
1,world,police say  people leave   street blackhall colliery give something back community
5,sports,top la liga unbeaten champion league barcelona fire manager present compete golden age
2,politics,dozen page note  message record lay work conduct rudolph w giuliani associate behalf president
3,arts, year old singer songwriter sophie allison make  acclaimed   figure come next
3,arts,round funding total    support  project  country
2,politics,sudden breach  lead liberal democratic primary race dishearten fear  provide advantage party moderate candidate
1,world,french official say pentagon proposal relocate troop focus china russia  hinder fight extremist
2,politics,intelligence agency alert microsoft vulnerability windows typically  keep quiet exploit flaw
3,arts,photography andy warhol secret weapon architecture oeuvre new show highlight many rarely see image
5,sports, takeaway  sign steal scandal cheating ignore moment
3,arts, story   square foot space bring photography center exhibition education space together roof
0,opinion,reader discuss challenge woman surgeon face meet need  demanding role
4,business,business boom jpmorgan chase citigroup last year even well fargo struggle operational problem manage make shareholder happy
3,arts,late josh thomas charm variation orphan raise   scenario
0,opinion,former adviser write image jimmy carter weak president defies reality
0,opinion,reader say best way restore integrity game sign steal scandal also tax tobacco product university phoenix adult learning
1,world,new video verify new york time show iranian military launch  missile passenger jet   second plane ablaze continue fly several minute crash kill  people boa
1,world,security camera footage verify new york time show  missile fire  second apart take flight  kill aboard
1,world,least   people flee   eruption philippines new blast fear islander go back anyway
2,politics,george  lebanese american businessman also plead guilty child sex traffic charge monday federal court
3,arts,copy sixth printing book  donated library mount home lenox mass
5,sports,cora boston red sox manager help design astros cheating operation  bench coach l b turn attention role scheme
2,politics,hollywood star make way iowa south carolina change anyone mind
3,arts,new york get know work gregory maqoma borrow western south african tradition
0,opinion,wish people understood family member syndrome
0,opinion,wish people understood family member syndrome
1,world,head human right watch plan release report hong kong bar enter territory
3,arts,rosa feola fast rise young singer present exponent rich national heritage park avenue armory
0,opinion,always mislead democrat repeat
1,world,new book former pope make firm defense celibacy priest pope francis expect decide  allow married priest remote region let intrigue begin
3,arts,new series project international artist show  city  world
0,opinion,watch purpose kind information scraping
5,sports,college football national champion find consecutive title difficult attain l u turn try
3,arts,favorite  reggie wilson steve reich also appear art center fort greene
3,arts,new philanthropy award prize  organization  country focus bring music young people
3,arts,  grant andrew w mellon foundation use bring dancer grow support staff
2,politics,spark really fly warren sander tense moment klobuchar  throw punch debate biden largely escaped attack rival
0,opinion,attorney general want apple give key iphones protect privacy instead
2,politics,house judiciary committee ask department homeland security document data communication remain mexico asylum policy
1,world,britain suppose notify member state foreigner convict crime britain
0,opinion,anything go right
1,world,shock wave felt several mile factory least  people injured  critically
0,opinion,mandatory secret first trimester
0,opinion,lack clear moral strategic framework
2,politics,also tonight newsletter final debate iowa caucus expect high intensity onstage tv rating rise
4,business,agreement expect include significant concession protect u technology trade secret success hinge  china follow commitment
5,sports,cora spend  season boston manager houston bench coach  implicate l b report astros cheat
0,opinion,handle truth
2,politics,archaic rule procedure make impeachment trial unusual
2,politics,senator susan collins lisa murkowski mitt romney seem open witness president trump impeachment trial  republican democrat  commandeer proceeding
2,politics,come democratic presidential primary candidate president trump worry mike bloomberg campaign see opportunity bernie sander
2,politics,declaration senator tim kaine signal grow dissatisfaction  republican president trump iran strategy
2,politics,join  tonight democratic presidential debate follow  reporter real time
2,politics,senator elizabeth warren bernie sander lead stage  candidate
3,arts,jennings survive tough contest james holzhauer win third match tournament
2,politics,battleground state start democratic debate president side bernie sander clash elizabeth warren
2,politics,cite special counsel team exemplary cooperate witness mr flynn grown increasingly combative recent month
2,politics,reject predecessor hope moderate iran theocratic government mr trump see choke maximum pressure
2,politics,reporter follow exchange fact check candidate provide context explanation
2,politics,elizabeth warren call bernie sander friend iowa debate even disagree mr sander say  meeting afterward exchange word shake hand
2,politics,grow rift bernie sander elizabeth warren rise surface democratic debate candidate also spar stance war
2,politics,elizabeth warren confront idea electability head debate note men onstage lose woman
2,politics, presidential candidate go head head final debate iowa caucus
2,politics,candidate short specific tuesday debate press  accomplish key foreign policy goal
2,politics,woman win  answer electability question election result
2,politics,stop dover air force base cap day fill variety appearance make vice president
2,politics,debate senator elizabeth warren bernie sander clash dispute remark  exchange word shake hand audio brief discussion later emerge
3,arts,expedition steve backshall kick pbs war comedy drama debut paramount network
0,opinion,conflict legacy continue hold country captive half century later
2,politics,little consensus lose political strategist think several moment stand
3,arts,defense back  bernie sander  first senator support woman right vote jimmy kimmel joke
1,world,shinjiro koizumi son popular ex prime minister praise set example japan workaholic father
0,opinion,virginia legislature vote ratify equal right amendment  become law
0,opinion,mr  interview new york time endorsement
0,opinion,m klobuchar interviews new york time endorsement
0,opinion,columnist contributor give ranking
0,opinion,virginia legislature vote ratify equal right amendment  become law
3,arts,bausch pivotal  work bluebeard relentless gender battle powerful drama return stage long gap
2,politics,speaker nancy pelosi plan name impeachment manager wednesday house schedule vote move article senate
4,business,wildlife global family appeal environment issue age give netflix rival rich supply new content
3,arts,artist  root new show    paint meeting walt disney
1,world,government relaxes restriction men woman work socialize together coffeehouse front line change
0,opinion,china suffer short term pain trade war stand gain long term
0,opinion,word
0,opinion,democratic debate gender come fore
4,business,company long accuse chinese rival swipe seize valuable technology beijing promise ban practice enforcement  tough
4,business,president trump top beijing official meet today sign initial deal ease trade war many issue remain unresolved
1,world,government tehran pressure president hassan rouhani warn european troop  danger
1,world,potential threat alarm country stranger natural disaster  typhoon earthquake mudslide tsunamis flood
2,politics,last democratic debate iowa caucus high stake low drama
4,business,initial pact cool tension election year follow month escalate tariff trade war seem  never end
3,arts, class include notorious b g depeche mode doobie brother rex dave matthew band motörhead pat benatar make cut
0,opinion,trump deserve responsibility
1,world,unexpected move prime minister dmitri medvedev fuel speculation president  v putin maneuver stay power term end 
3,arts,english singer songwriter  make many studio album decade previous  combined producer name joshua henry track
3,arts, peril afghan artist consistently portray country many facet
1,world,campaign underway get british parliament great bell ring country leave e u jan  hurdle cost repair
3,arts,tv assume big fight make best debate tuesday out cnn suggest
2,politics, potential loss momentum campaigns senator run president say presence senate trial constitutional obligation
1,world,woman struggle make symbol effect poverty hunger raise question philanthropy government aid
2,politics,choose m lofgren speaker nancy pelosi put season even temper ally team prosecute house case senate
2,politics,mr jeffries help take house democrat case remove president trump senate
2,politics,ms demings relatively junior member congress florida police chief become respect questioner house judiciary intelligence committee
2,politics,representative adam b schiff speaker pelosi choose lead impeachment manager know case president trump become lightning rod republican critic
2,politics,mr nadler chairman house judiciary committee constitutional expert team impeachment manager
2,politics,former army ranger take high profile role prosecuting house democrats case president trump senate trial
1,world,rutland account england small county home michelin star restaurant various international offering council say fast food outlet welcome
0,opinion,right push conversation gender presidency
0,opinion,former nuremberg war crime prosecutor say american public deserves know truth
5,sports,week newsletter marc stein talk lakers guard alex caruso star vote explain  n b player get flu shot
3,arts,star conductor cement commitment orchestra period administrative upheaval
0,opinion,reader offer advice candidate go negative focus president shortcoming name team
3,arts,nicky nodjoumi dreamy serial painting albert oehlen mirror painting clarity haynes portrait breast kim tschang yeul abstract brand pop art
2,politics,freshman democrat  first  latina congresswoman texas
2,politics,house impeachment manager walk article impeachment  capitol long anticipated vote start promise partisan impeachment trial president trump
3,arts, world  planet late nature documentary extravaganza bbc natural history unit offer spectacular footage sense déjà vu
2,politics,call liar bernie sander respond candidate sudden clash inject new uncertainty democratic presidential race
2,politics,early fall m warren seem democratic candidate beat iowa many voter second thought sweep agenda  sell president trump
1,world,risky strategy keep nuclear agreement alive  backfire badly  else even try european argue
2,politics,house democrat spend day prepare cede control impeachment process republican lead senate trial
5,sports,l b find beltran key part astros plan steal pitch sign  player punish  give mets path  keep
3,arts, festival dorrance dance feature performance pop intervention campus
3,arts,case art lover storage ship center meet needs rotate hang pack away piece
4,business,well depend time day  terrible peril take computer meeting
4,business,agreement include win president  implement enforce deal  difficult
4,business,rating result debate iowa
5,sports,carolina panther star linebacker join wave star include rob gronkowski andrew luck calvin johnson choose health football warrior culture
1,world,sixth man appear court group cause piece stone wall fall crack floor authority say
4,business,president ask administration official help kill foreign corrupt practice act accord new book  washington post reporter
1,world,shohreh bayat say afraid returning iran image chess tournament abroad seem show wearing hijab
2,politics,fallout continue inspector general finding bureau botch wiretap application russia investigation
1,world,debate harry meghan push great independence royal life uncannily  brexit debate young liberal favor couple old conservative back queen
2,politics,group democratic lawmaker prepare press case president trump half large far diverse team prosecute president bill clinton
1,world,decision restart military operation iraq come less  week iraq parliament vote expel american force iraq
2,politics,tackle gender often perpetuate gender bias
1,world,country top court rule  unconstitutional
4,business,oil gas company  see export revival accord seek commitment tariff drop
1,world,vladimir putin russia president life maybe still observe nicety
0,opinion,many american say ready elect woman president sure neighbor
5,sports,former duke star rookie season pelican set play first regular season n b game jan 
2,politics,white house signing ceremony turn love fest mega rich
5,sports,boston houston fire manager role cheat scandal carlos beltran involvement give new employer difficult decision
5,sports,tiger national championship beckham former l u player record count apparent cash field give bill least  player
2,politics,initial deal united state china eclipse several others size include  negotiated administration
0,opinion,block donald trump mind
2,politics,day island hit   magnitude earthquake white house release billion aid place limit spend
0,opinion,ancestor survive fire prone landscape millennium learn technique
1,world,caravan anger president trump try compel regional counterpart step enforcement effort
2,politics,nancy pelosi select  house democrat prosecute case president trump senate
4,business,deal chinese company build port telecom network infrastructure poor country pick alarm west
0,opinion,voter presidential election concern candidate value proposal
4,business,treasury department watchdog say look opportunity zone program multibillion dollar tax break suppose help low income area
5,sports,johnson battle racism early introduce dwayne johnson professional wrestling year become famous actor
1,world, new patient add fear  spread  china border
2,politics,interview say president know everything effort push ukraine investigate bidens  election
5,sports,news conference u f c star get help turn aside question  investigation ireland
3,arts,lily tomlin jane fonda back new season grace frankie netflix freeform grown ish begin junior year
2,politics,house impeachment manager read charge president trump senate chief justice supreme court  senator swear impartial justice
0,opinion,america iran iran israel saudis houthis sunni shiites ruler oman shuttle
