,date,url,headline,articles,doc_type,material_type,section,keywords
420,2021-05-04,https://www.nytimes.com/2021/05/04/business/amazon-corporate-tax.html,"Amazon Had a Big Year, but Paid No Tax to Luxembourg","The e-commerce giant’s European retail business had record sales in 2020, but its headquarters on the continent reported a $1.4 billion loss.",article,News,,"['Corporate Taxes', 'Politics and Government', 'Tax Shelters', 'Income Tax', 'E-Commerce', 'United States Economy', 'Company Reports', 'Tax Credits, Deductions and Exemptions']"
421,2021-05-04,https://www.nytimes.com/2021/05/04/briefing/vaccines-gap-mexico-city-crash.html,Your Wednesday Briefing,Pfizer reaps big profits from the vaccine.,article,briefing,,[]
422,2021-05-04,https://www.nytimes.com/2021/05/04/style/billie-eilish-british-vogue.html,On That Bombshell Billie Eilish Cover for British Vogue,The pop star known for defying gender stereotypes got a glamour makeover with a corset. Not everyone is happy about it.,article,News,,"['Fashion and Apparel', 'Pop and Rock Music', 'Photography', 'Magazines', 'Women and Girls']"
423,2021-05-04,https://www.nytimes.com/2021/05/04/us/human-trafficking-texas.html,Five in Houston Face Charges in Suspected Case of Human Smuggling,"Police officers in Houston responded to a kidnapping tip on Friday and found nearly 100 undocumented people crammed into a house, according to the authorities.",article,News,,"['Kidnapping and Hostages', 'Smuggling', 'Illegal Immigration', 'Search and Seizure']"
424,2021-05-04,https://www.nytimes.com/2021/05/04/books/review-let-record-show-act-up-sarah-schulman.html,A New Testament to the Fury and Beauty of Activism During the AIDS Crisis,"Sarah Schulman’s “Let the Record Show” is a history of ACT UP, the AIDS Coalition to Unleash Power, based on 17 years of interviews with nearly 200 members of the organization.",article,Review,,"['Books and Literature', 'Acquired Immune Deficiency Syndrome']"
425,2021-05-04,https://www.nytimes.com/2021/05/04/world/americas/mexico-city-subway-accident.html,Years of Unheeded Warnings. Then the Subway Crash Mexico City Had Feared.,"Mexico City’s subway system has been plagued with problems for years. On Monday, an overpass collapsed, and a train plunged some 50 feet, killing at least 24 people and setting off a political firestorm.",article,News,,"['Mexico City Train Crash (May 2021)', 'Subways', 'Transit Systems', 'Politics and Government', 'Infrastructure (Public Works)']"
426,2021-05-04,https://www.nytimes.com/2021/05/04/sports/stony-brook-lacrosse.html,Building a Lacrosse Powerhouse Out of Overlooked Recruits,"“We’re going to show them what they missed,” Coach Joe Spallina says of Stony Brook’s ability to compete with Division I heavyweights in women’s lacrosse.",article,News,,"['Lacrosse', 'NCAA Lacrosse Championships', 'Coaches and Managers', 'Content Type: Personal Profile']"
427,2021-05-04,https://www.nytimes.com/2021/05/04/world/middleeast/netanyahu-government-israel-election.html,"Netanyahu Fails to Form New Israeli Government, Prolonging Deadlock","The prime minister’s opponents may now get a chance to oust him from power. But it is too soon to write off Benjamin Netanyahu, a political survivor.",article,News,,"['Politics and Government', 'Corruption (Institutional)', 'Elections', 'Legislatures and Parliaments', 'Right-Wing Extremism and Alt-Right']"
428,2021-05-04,https://www.nytimes.com/2021/05/04/world/europe/blinken-G-7-china-russia.html,Blinken and G7 Allies Turn Their Focus to ‘Democratic Values’,A growing global competition with China and Russia looms over a gathering of foreign ministers in London.,article,News,,"['United States International Relations', 'Democracy (Theory and Philosophy)']"
429,2021-05-04,https://www.nytimes.com/video/us/politics/100000007745470/biden-coronavirus-vaccine-70-percent.html,Biden Outlines New Strategy as Vaccinations Slow,President Biden on Tuesday announced a new goal of getting at least one vaccination shot to 70 percent of American adults by July 4. The effort includes offering shots in more local clinics and pharmacies.,multimedia,Video,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']"
430,2021-05-04,https://www.nytimes.com/2021/05/04/briefing/vaccines-mexico-crash-flourishing.html,"Vaccines, Mexico Crash, Flourishing: Your Tuesday Evening Briefing",Here’s what you need to know at the end of the day.,article,briefing,,[]
431,2021-05-04,https://www.nytimes.com/2021/05/04/upshot/census-new-results-county.html,The Most Urban Counties in the U.S. Are Shrinking,"The Bay Area, New York, Los Angeles and Chicago were among the population losers in 2020, new census estimates show. Austin grew the most.",article,News,,"['Population', 'Immigration and Emigration', 'Census', 'Urban Areas']"
432,2021-05-04,https://www.nytimes.com/2021/05/04/sports/tamara-press-dead.html,"Tamara Press, Olympian Whose Feats Raised Questions, Dies at 83",She won three gold medals in the 1960s but was the focus of speculation about her gender. She retired after pulling out of a track meet that would have required a sex test.,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Track and Field', 'Gender', 'Intersex', 'Women and Girls', 'Shot Put', 'OLYMPIC GAMES (1960)', 'Olympic Games (1964)']"
433,2021-05-04,https://www.nytimes.com/2021/05/04/us/coronavirus-today-vaccine.html,Coronavirus Briefing: What Happened Today,Pfizer said its vaccine brought in $3.5 billion in revenue so far this year.,article,News,,['Coronavirus (2019-nCoV)']
434,2021-05-04,https://www.nytimes.com/2021/05/04/arts/dance/nancy-lassalle-dead.html,"Nancy Lassalle, Longtime Promoter of Ballet, Dies at 93","In 1941 she studied at George Balanchine’s fledgling dance academy. She was not destined to be a ballerina, but she dedicated her life to Balanchine’s legacy.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Dancing']"
435,2021-05-04,https://www.nytimes.com/2021/05/04/us/politics/charlie-crist-florida-governor-desantis.html,"Crist Enters Race to Face DeSantis, With More Democrats Likely to Follow",Charlie Crist has an extensive political history in Florida and is widely known throughout the state. But his candidacy is not likely to deter other Democrats like Val Demings and Nikki Fried.,article,News,,"['United States Politics and Government', 'Elections, Governors']"
436,2021-05-04,https://www.nytimes.com/2021/05/04/us/john-cameron-denton-atomwaffen-division.html,Former Neo-Nazi Leader Sentenced to 3 Years in ‘Swatting’ Scheme,"John Cameron Denton, 27, and his co-conspirators, who targeted journalists, a cabinet secretary and a Black church, were fueled by racial animosity, federal prosecutors said.",article,News,,"['Fringe Groups and Movements', 'Neo Nazi Groups', 'Swatting (Crime)']"
437,2021-05-04,https://www.nytimes.com/2021/05/04/us/politics/biden-refugee-cap-border.html,Behind Biden’s Flip-Flop on Refugees,We chatted with our Washington reporter about why the Biden administration reversed itself in the first place — and what that tells us about its future approach to migration issues.,article,News,,"['Refugees and Displaced Persons', 'United States Politics and Government', 'Asylum, Right of', 'Immigration and Emigration']"
438,2021-05-04,https://www.nytimes.com/2021/05/04/obituaries/linda-love-dead-coronavirus.html,"Linda Love, Crossing Guard With a Maternal Streak, Dies at 79","After decades on assembly lines, she brought the same affection she showed her family to the students she watched over as they headed to school. She died of Covid-19.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Coronavirus (2019-nCoV)', 'Teachers and School Employees']"
439,2021-05-04,https://www.nytimes.com/2021/05/04/us/politics/justin-lafferty-tennessee-three-fifths-compromise.html,Tennessee Lawmaker Is Criticized for Remarks on Three-Fifths Compromise,"Justin Lafferty, a state representative, was rebuked after offering a historical defense of the agreement, under which three-fifths of a state’s enslaved people counted toward its population.",article,News,,"['State Legislatures', 'Slavery (Historical)', 'Black People', 'Blacks', 'Discrimination', 'United States Politics and Government']"
440,2021-05-04,https://www.nytimes.com/2021/05/04/business/paycheck-protection-program-closes.html,The Paycheck Protection Program is out of money.,Some funds are still available for community financial institutions and to finish processing pending applications.,article,News,,"['Small Business', 'Federal Aid (US)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)']"
441,2021-05-04,https://www.nytimes.com/2021/05/04/opinion/republicans-biden-hypocrisy.html,Who Cares About Hypocrisy?,Most politicians are hypocrites. Voters tend not to care. ,article,Op-Ed,,['United States Politics and Government']
442,2021-05-04,https://www.nytimes.com/2021/05/04/opinion/infrastructure-biden-wall-street.html,The Side of Wall Street That Matters Most Is Begging for Infrastructure,Just look at the underlying tells in the financial markets.,article,Op-Ed,,"['United States Economy', 'American Jobs Plan (2021)', 'United States Politics and Government', 'International Trade and World Market', 'Banking and Financial Institutions']"
443,2021-05-04,https://www.nytimes.com/2021/05/04/opinion/gop-trump-2020-election.html,Trump’s Big Lie Devoured the G.O.P. and Now Eyes Our Democracy,Respect for election integrity is now a disqualifier for membership in the Republican Party.,article,Op-Ed,,"['Presidential Election of 2020', 'States (US)', 'Voter Fraud (Election Fraud)', 'Storming of the US Capitol (Jan, 2021)', 'Voter Registration and Requirements', 'Rumors and Misinformation', 'United States Politics and Government']"
444,2021-05-04,https://www.nytimes.com/2021/05/04/sports/soccer/man-city-psg-champions-league.html,Manchester City Gets One Step Closer to Its Ultimate Purpose,"With a win over Paris St.-Germain, City worked past some demons and headed to the Champions League final.",article,News,,"['Soccer', 'UEFA Champions League (Soccer)', 'Coaches and Managers']"
445,2021-05-04,https://www.nytimes.com/2021/05/04/us/chauvin-trial-juror.html,Derek Chauvin’s Lawyer Asks for a New Trial After Guilty Verdict,The expected legal motion came on the same day that one of the jurors was being criticized for his participation in the March on Washington last year.,article,News,,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Jury System', 'Black Lives Matter Movement']"
446,2021-05-04,https://www.nytimes.com/2021/05/04/business/bill-melinda-gates-divorce-foundation.html,What the Gates Divorce Means for the Bill and Melinda Gates Foundation,"The end of one marriage has implications for the 1,600 staff members who direct $5 billion in annual grants to 135 countries.",article,News,,"['Philanthropy', 'Divorce, Separations and Annulments', 'Coronavirus (2019-nCoV)']"
447,2021-05-04,https://www.nytimes.com/2021/05/04/us/politics/barr-trump-obstruction-russia-inquiry.html,Judge Says Barr Misled on How His Justice Dept. Viewed Trump’s Actions,"Judge Amy Berman Jackson said in a ruling that the misleading statements were similar to others that William P. Barr, the former attorney general, had made about the Mueller investigation.",article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'United States Politics and Government', 'Decisions and Verdicts']"
448,2021-05-04,https://www.nytimes.com/2021/05/04/us/politics/biden-vaccination-strategy.html,Biden Shifts Vaccination Strategy in Drive to Reopen by July 4,"President Biden, facing a slowing rate of vaccinations and a hope for near normalcy by Independence Day, said the government would shift from mass vaccination sites to local settings.",article,News,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Disease Rates', 'United States Politics and Government', 'States (US)', 'Rural Areas', 'Drugstores']"
449,2021-05-05,https://www.nytimes.com/2021/05/04/learning/examining-the-math-and-ethics-of-covid-19-in-prisons.html,Examining the Math and Ethics of Covid-19 in Prisons,"In this lesson students will analyze graphs, maps and data to better understand the toll of the pandemic on incarcerated populations.",article,News,,[]
450,2021-05-05,https://www.nytimes.com/2021/05/04/us/politics/liz-cheney-trump-republicans.html,House Republicans Have Had Enough of Liz Cheney’s Truth-Telling,G.O.P. House members are plotting a fresh bid to dethrone Ms. Cheney from her leadership post. Her transgression: continued repudiation of Donald J. Trump and his false election claims.,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Storming of the US Capitol (Jan, 2021)', 'Impeachment', 'Rumors and Misinformation']"
451,2021-05-05,https://www.nytimes.com/2021/05/04/nyregion/sheldon-silver-prison-release.html,"Sheldon Silver, Disgraced Assembly Speaker, Is Furloughed From Prison",The longtime Democratic leader was released to home confinement after less than a year of a six-and-a-half year sentence on corruption charges.,article,News,,"['Prisons and Prisoners', 'Politics and Government']"
452,2021-05-05,https://www.nytimes.com/2021/05/04/crosswords/daily-puzzle-2021-05-05.html,Fry in a Shallow Pan,A trio of debut constructors dazzle.,article,News,,['Crossword Puzzles']
453,2021-05-05,https://www.nytimes.com/2021/05/04/todayspaper/quotation-of-the-day-mafia-cased-a-courthouse-by-providing-the-espresso.html,Quotation of the Day: Mafia Cased a Courthouse by Providing the Espresso,"Quotation of the Day for Wednesday, May 5, 2021.",article,Quote,,[]
454,2021-05-05,https://www.nytimes.com/2021/05/04/pageoneplus/corrections-may-5-2021.html,"Corrections: May 5, 2021","Corrections that appeared in print on Wednesday, May 5, 2021.",article,Correction,,[]
455,2021-05-05,https://www.nytimes.com/2021/05/04/sports/hockey/nhl-wilson-panarin-rangers-capitals.html,Rangers Call N.H.L. Safety Chief ‘Unfit’ After Decision on Tom Wilson,"The Capitals forward was fined $5,000 a day after he punched the Rangers’ Pavel Buchnevich in the head and tossed a helmetless Artemi Panarin to the ice.",article,News,,"['Hockey, Ice', 'Fines (Penalties)']"
456,2021-05-05,https://www.nytimes.com/2021/05/05/world/asia/north-korea-japan-migration.html,"They Were Promised a Socialist Paradise, and Ended Up in ‘Hell’","Lee Tae-kyung has campaigned tirelessly in South Korea to share the story of the 93,000 people who migrated from Japan to North Korea from 1959 to 1984 and were forced to stay.",article,News,,"['Immigration and Emigration', 'Korean War', 'Human Rights and Human Rights Violations', 'Families and Family Life', 'Politics and Government', 'Content Type: Personal Profile']"
457,2021-05-05,https://www.nytimes.com/2021/05/05/sports/basketball/nba-play-in-tournament-lebron-james.html,The N.B.A.’s Play-In Tournament Isn’t the Problem,"Though stars like LeBron James and Luka Doncic have complained about the pre-playoff hurdle, the stress of the play-in matters less than injuries and the compressed season.",article,News,,"['Basketball', 'Playoff Games', 'Sports Injuries', 'Coronavirus (2019-nCoV)']"
458,2021-05-05,https://www.nytimes.com/2021/05/05/us/us-birthrate-falls-covid.html,The U.S. Birthrate Has Dropped Again. The Pandemic May Be Accelerating the Decline.,"Over all, the birthrate declined by 4 percent in 2020. Births were down most sharply in December, when babies conceived at the start of the health crisis would have been born.",article,News,,"['Birth Rates', 'Women and Girls', 'Pregnancy and Childbirth', 'Age, Chronological', 'Coronavirus (2019-nCoV)']"
459,2021-05-05,https://www.nytimes.com/interactive/2021/05/05/arts/design/oval-office-art.html,The Art in the Oval Office Tells a Story. Here’s How to See It.,What if the paintings and sculptures could talk? What if they already do?,multimedia,Interactive Feature,,"['Art', 'White House Building (Washington, DC)', 'Presidents and Presidency (US)']"
460,2021-05-05,https://www.nytimes.com/2021/05/05/world/europe/france-napoleon-macron.html,France Battles Over Whether to Cancel or Celebrate Napoleon,"President Emmanuel Macron laid a wreath at the emperor’s tomb on the 200th anniversary of his death, stepping into a national debate over the legacy of Napoleon.",article,News,,['Politics and Government']
461,2021-05-05,https://www.nytimes.com/2021/05/05/world/europe/coronavirus-covax-vaccination.html,"As Covid Ravages Poorer Countries, Rich Nations Spring Back to Life","Despite early vows, the developed world has done little to promote global vaccination, in what analysts call both a moral and epidemiological failure.",article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Disease Rates', 'Third World and Developing Countries', 'Politics and Government', 'Humanitarian Aid', 'International Relations', 'Shortages']"
462,2021-05-05,https://www.nytimes.com/2021/05/05/briefing/netanyahu-vaccines-mexico-subway.html,Your Wednesday Briefing,An unequal global recovery.,article,briefing,,[]
463,2021-05-05,https://www.nytimes.com/2021/05/05/learning/word-of-the-day-wily.html,Word of the Day: wily,This word has appeared in 59 articles on NYTimes.com in the past year. Can you use it in a sentence?,article,News,,[]
464,2021-05-05,https://www.nytimes.com/2021/05/05/arts/television/late-night-biden-carter-photo.html,Late Night Has a New Contender for Weirdest Presidential Photo Ever,"The Bidens visited the Carters the other day, and Jimmy Fallon, Seth Meyers and Trevor Noah are still trying to get their minds around the result.",article,News,,['Television']
465,2021-05-05,https://www.nytimes.com/2021/05/05/learning/lounging-around.html,Lounging Around,What story does this image inspire for you?,article,News,,[]
466,2021-05-05,https://www.nytimes.com/2021/05/05/us/remote-learning-education-pandemic.html,‘I Used to Like School’: An 11-Year-Old’s Struggle With Pandemic Learning,"Without home internet, Jordyn Coleman has had trouble staying connected to remote classes during the coronavirus pandemic.",article,News,,"['Education (K-12)', 'Children and Childhood', 'Income Inequality', 'Computers and the Internet', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']"
467,2021-05-05,https://www.nytimes.com/video/opinion/100000007674226/climate-change-recycling-america.html,‘Climate Change Is Not a Subjective Thing.’ How Does the U.S. Approach to the Environment Look From Abroad?,We asked 10 people from around the world what they thought of America’s approach to the environment. It didn’t go well.,multimedia,Video,,"['Global Warming', 'Fuel Efficiency', 'Carbon Dioxide', 'Science and Technology', 'Hurricanes and Tropical Storms', 'your-feed-opinionvideo', 'Recycling of Waste Materials']"
468,2021-05-05,https://www.nytimes.com/2021/05/05/learning/how-have-you-commemorated-milestones-during-the-pandemic.html,How Have You Commemorated Milestones During the Pandemic?,What coming-of-age traditions have you had to cancel or change over the past year? What new rituals have you created to celebrate your teenage years?,article,News,,[]
469,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/biden-fdr.html,Grading Biden on the F.D.R. Curve,"Is the Biden honeymoon over? For some, it never started.",article,Op-Ed,,"['United States Politics and Government', 'Presidents and Presidency (US)']"
470,2021-05-05,https://www.nytimes.com/2021/05/05/well/move/arthritis-exercise-women.html,Why Exercise Can Be So Draining for People With Rheumatoid Arthritis,Even a gentle session of leg lifts set off an exaggerated nervous system reaction in older women with rheumatoid arthritis.,article,News,,"['Rheumatoid Arthritis', 'Blood Pressure', 'Nerves and Nervous System', 'Immune System', 'Heart', 'Muscles', 'Autoimmune Diseases', 'Coronavirus (2019-nCoV)']"
471,2021-05-05,https://www.nytimes.com/2021/05/05/magazine/gateau-basque-recipe.html,The Jam-Filled Pastry of My Dreams,A serendipitous trip in the Basque Country led Dorie Greenspan to this irresistible dessert.,article,News,,"['Pastries', 'Cooking and Cookbooks', 'Travel and Vacations']"
472,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/afghanistan-withdrawal.html,The Afghanistan War Will End as It Began: In Blood,"""America might be done with Afghanistan, but Afghanistan isn’t done with America.""",article,Op-Ed,,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'United States International Relations']"
473,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/gavin-newsom-california-recall.html,How Nervous Should Gavin Newsom Be?,All signs suggest the governor should prevail. But Democrats need to weigh what is best for the state against what is best for the party.,article,Op-Ed,,"['Elections, Governors']"
474,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/culture/dieting-covid-weight-loss.html,The Weight-Loss Industry Is Coming for Our Post-Lockdown Bodies,"Don't worry about the ""quarantine 15"" or pay for expensive diet products. Take small steps and make healthier choices instead.",article,Op-Ed,,"['Diet and Nutrition', 'Anxiety and Stress', 'Quarantine (Life and Culture)', 'Weight', 'Obesity']"
475,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/biden-taiwan-china.html,"Biden’s Taiwan Policy Is Truly, Deeply Reckless","If the administration continues on this path, it will increase the odds of a catastrophic war.",article,Op-Ed,,"['United States International Relations', 'Defense and Military Forces', 'United States Defense and Military Forces', 'Military Bases and Installations', 'United States Politics and Government']"
476,2021-05-05,https://www.nytimes.com/2021/05/05/sports/baseball/willie-mays-90.html,Willie Mays Carries the Torch for His Generation,"On the occasion of baseball’s oldest living Hall of Famer turning 90, a reflection on the conditioning that powered his greatness.",article,News,,"['Baseball', 'Content Type: Personal Profile']"
477,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/climate-change-recycling-america.html,‘Climate Change Is Not a Subjective Thing.’ How Does the U.S. Approach to the Environment Look From Abroad?,"From recycling to carbon emissions, we asked 10 people from around the world what they thought of America’s approach to the environment. It didn’t go well.",article,Op-Ed,,"['Greenhouse Gas Emissions', 'Environment', 'Lobbying and Lobbyists', 'Recycling of Waste Materials']"
478,2021-05-05,https://www.nytimes.com/2021/05/05/theater/theater-directors-change.html,These Four Stage Directors Know Just What Needs to Change,"The pandemic pause has prompted a prizewinning cohort to ask hard questions about salaries, working in other media and choosing collaboration over “scarcity.”",article,News,,"['Theater', 'Women and Girls', 'Quarantine (Life and Culture)', 'Content Type: Personal Profile']"
479,2021-05-05,https://www.nytimes.com/2021/05/05/health/operating-rooms-change-technology.html,Operating Rooms Go Under the Knife,"Hospitals are bringing together surgeons, anesthesiologists and nurses with architects, engineers and administrative staff to rethink the modern operating room.",article,News,,"['Hospitals', 'Medicine and Health', 'Surgery and Surgeons', 'ARCHITECTURE', 'Building (Construction)', 'Doctors']"
480,2021-05-05,https://www.nytimes.com/2021/05/05/insider/puzzles-director-mason.html,Broaden the Audience for Puzzles? She’s Game.,"Everdeen Mason, The Times’s first editorial director of Games, wants to keep challenging current players while reaching new ones. “We have to get people out of their comfort zones a little bit.”",article,News,,"['Crossword Puzzles', 'Sudoku (Puzzle)', 'Games', 'Puzzles']"
481,2021-05-05,https://www.nytimes.com/2021/05/05/style/free-mom-hugs-lgbtq-nonprofit.html,"This Mother Strives to Change the World, One Hug at a Time","Sara Cunningham, the founder of Free Mom Hugs and a supporter of L.G.B.T.Q. people, doesn’t want anyone to be without the love of a parent on their wedding day.",article,News,,"['Hugging', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Homosexuality and Bisexuality', 'Nonprofit Organizations', 'Content Type: Personal Profile', 'Content Type: Service']"
482,2021-05-05,https://www.nytimes.com/2021/05/05/magazine/deana-lawson.html,The Artist Upending Photography’s Brutal Racial Legacy,"Deana Lawson’s regal, loving, unburdened photographs imagine a world in which Black people are free from the distortions of history.",article,News,,"['Photography', 'Art', 'Black People', 'Blacks', 'Discrimination', 'Content Type: Personal Profile']"
483,2021-05-05,https://www.nytimes.com/2021/05/05/technology/What-Is-the-Facebook-Oversight-Board.html,What Is the Facebook Oversight Board?,"The panel of about 20 people, including academics and political leaders, upheld the company’s ban of former President Donald J. Trump.",article,News,,"['Social Media', 'Computers and the Internet', 'Freedom of Speech and Expression', 'Regulation and Deregulation of Industry']"
484,2021-05-05,https://www.nytimes.com/2021/05/05/upshot/biden-agenda-middle-america.html,Can the Biden Agenda Fix Middle America’s Deepest Problem?,One key economic goal is to create the virtuous cycles of innovation and jobs that already occur in many coastal cities.,article,News,,"['American Jobs Plan (2021)', 'Infrastructure (Public Works)', 'United States Economy', 'United States Politics and Government']"
485,2021-05-05,https://www.nytimes.com/2021/05/05/travel/covid-vaccinated-travel-reality.html,The Dream: International Travel. The Reality: Chaos and Confusion.,"The world beckons, especially for those who have been vaccinated, but would-be travelers face a difficult moment when travel possibilities are at odds with the facts of a still reeling world.",article,News Analysis,,"['Travel and Vacations', 'Travel Warnings', 'Disease Rates', 'Vaccination and Immunization', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Vaccination Proof and Immunization Records', 'Coronavirus Reopenings']"
486,2021-05-05,https://www.nytimes.com/2021/05/05/us/politics/capitol-riot-tour.html,‘There Was a Big Battle in Here’: Lawyers Tour Capitol as a Crime Scene,Defense lawyers representing suspects in the riot are being given tours of the Capitol to help them visualize what took place on Jan. 6.,article,News,,"['Storming of the US Capitol (Jan, 2021)', 'Capitol Building (Washington, DC)', 'Legal Profession', 'United States Politics and Government']"
487,2021-05-05,https://www.nytimes.com/2021/05/05/us/politics/democrats-house-retirements.html,Why Democratic Departures From the House Have Republicans Salivating,"A growing number of Democrats in battleground districts are either retiring or leaving to seek higher office, imperiling the party’s control of the House and President Biden’s expansive agenda.",article,News,,"['United States Politics and Government', 'Presidential Election of 2020', 'Midterm Elections (2022)', 'States (US)', 'Elections, House of Representatives', 'Census', 'Redistricting and Reapportionment', 'State Legislatures']"
488,2021-05-05,https://www.nytimes.com/2021/05/05/books/aminder-dhaliwal-cyclopedia-exotica.html,How One Graphic Novel Looks at Anti-Asian Hate,"In “Cyclopedia Exotica,” the artist and writer Aminder Dhaliwal created a fictitious community facing xenophobia, fetishization and media misrepresentation. It’s resonating with her thousands of Instagram followers.",article,News,,"['Books and Literature', 'Graphic Novels', 'Content Type: Personal Profile', 'Cartoons and Cartoonists', 'Writing and Writers', 'Discrimination', 'Asian-Americans', 'Race and Ethnicity']"
489,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/international-world/nayib-bukele-el-salvador-biden.html,Will Nayib Bukele Be Latin America’s Next Strongman?,The president of El Salvador is a stress test for his country's democracy.,article,Op-Ed,,[]
490,2021-05-05,https://www.nytimes.com/2021/05/05/opinion/trump-automation-artificial-intelligence.html,Why Trump Still Has Millions of Americans in His Grip,Many of the forces that helped bring him to power have only intensified.,article,Op-Ed,,"['United States Economy', 'Labor and Jobs', 'Race and Ethnicity', 'Wages and Salaries', 'United States Politics and Government', 'Income Inequality', 'Factories and Manufacturing', 'Artificial Intelligence', 'Presidential Election of 2016']"
491,2021-05-05,https://www.nytimes.com/2021/05/05/us/voting-rights-bill-legal.html,Constitutional Challenges Loom Over Proposed Voting Bill,"The sprawling legislation, known as H.R. 1, could result in lawsuits leading to a dozen Supreme Court cases, legal experts said.",article,News,,"['United States Politics and Government', 'Law and Legislation', 'Voter Registration and Requirements', 'Voting Rights Act (1965)', 'Redistricting and Reapportionment', 'Campaign Finance', 'Constitution (US)', 'Suits and Litigation (Civil)', 'Civil Rights and Liberties', 'Federal-State Relations (US)', 'State Legislatures', 'Elections, House of Representatives', 'Presidential Elections (US)']"
492,2021-05-05,https://www.nytimes.com/2021/05/05/arts/music/five-minutes-classical-music-choral.html,5 Minutes That Will Make You Love Choral Music,"Listen to the gorgeous sound of a mass of voices: ancient, contemporary, gospel, opera, sacred, romantic.",article,News,,"['Music', 'Classical Music', 'Opera']"
493,2021-05-05,https://www.nytimes.com/2021/05/05/us/bidens-new-flexible-vaccination-strategy-could-help-underserved-communities-experts-say.html,"Biden’s new flexible vaccination strategy could help underserved communities, experts say.",,article,News,,['internal-essential']
494,2021-05-05,https://www.nytimes.com/slideshow/2021/05/05/realestate/living-in-hopewell-nj.html,"Living In ... Hopewell, N.J.",Residents praise the Mercer County borough’s ‘small-town charm’ and ‘idyllic feeling.’ It’s no surprise that the housing market is very competitive.,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
495,2021-05-05,https://www.nytimes.com/2021/05/05/realestate/hopewell-borough-nj-historic-homes-and-open-spaces.html,"Hopewell Borough, N.J.: Historic Homes and Open Spaces",Residents praise the Mercer County borough’s ‘idyllic feeling.’ It’s no surprise that the housing market is very competitive.,article,News,,['Real Estate and Housing (Residential)']
496,2021-05-05,https://www.nytimes.com/2021/05/05/world/while-rich-countries-come-back-to-life-the-virus-is-ravaging-poorer-nations.html,"While rich countries come back to life, the virus is ravaging poorer nations.",,article,News,,['internal-essential']
497,2021-05-05,https://www.nytimes.com/2021/05/05/world/the-worlds-vaccine-crisis-is-an-ominous-sign-for-the-fight-against-climate-change.html,The world’s vaccine crisis is an ominous sign for the fight against climate change.,,article,News,,['internal-essential']
498,2021-05-05,https://www.nytimes.com/2021/05/05/nyregion/eviction-moratorium-new-york.html,What the Extended Eviction Moratorium Means for New York,Hundreds of thousands of tenants are still struggling to pay rent.,article,briefing,,"['Evictions', 'Renting and Leasing (Real Estate)', 'Landlords', 'Real Estate and Housing (Residential)', 'Art']"
499,2021-05-05,https://www.nytimes.com/2021/05/05/podcasts/the-daily/japan-birthrate-ageing-population.html,A Shrinking Society in Japan,The persistently low birthrate in the country has caused the population to contract. The U.S. is on a similar path.,article,News,,"['Population', 'Birth Rates']"
500,2021-05-05,https://www.nytimes.com/2021/05/05/realestate/the-elusive-deer-proof-garden.html,The Elusive Deer-Proof Garden,The bad news? It doesn’t exist. But there are still plenty of things you can do to deter what some call ‘nuisance wildlife.’,article,News,,"['Gardens and Gardening', 'Deer', 'Content Type: Service']"
501,2021-05-05,https://www.nytimes.com/2021/05/05/world/some-hospitals-dont-have-enough-oxygen-to-keep-patients-alive-heres-why.html,Some hospitals don’t have enough oxygen to keep patients alive. Here’s why.,,article,News,,['internal-essential']
502,2021-05-05,https://www.nytimes.com/2021/05/05/briefing/olympic-games-japan-covid-summer.html,The Covid Olympics,Japan’s attempt to hold an Olympics in a pandemic is a test of how much normalcy is possible — and safe.,article,briefing,,[]
503,2021-05-05,https://www.nytimes.com/2021/05/05/parenting/influencers-social-media-relationships.html,When Grown-Ups Have Imaginary Friends,“Parasocial relationships” explain why you think influencers are your pals.,article,News,,"['Friendship', 'Celebrities', 'Parenting', 'Social Media']"
