,date,url,headline,articles,doc_type,material_type,section,keywords,label
1296,2021-05-11,opinion,Pope Francis Faces Another German Reformation,liberal wing roman catholicism test far liberalize pope let go,article,Op-Ed,,"['Priests', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Homosexuality and Bisexuality']",opinion
1297,2021-05-11,magazine,A Man Romanced My Daughter for a Green Card. Should I Report Him?,magazine ethicist columnist turn someone attempted marriage fraud tell friend cheat wife,article,News,,"['Content Type: Service', 'Ethics (Personal)']",magazine
1298,2021-05-11,business,"When It Comes to Taxes, Being Tracked Can Be a Good Thing",remote work common tax apps track location become relevant professional want work wherever want live,article,News,,"['Telecommuting', 'Taxation', 'Quarantine (Life and Culture)', 'Mobile Applications', 'Income Tax', 'Business Travel']",business
1299,2021-05-11,business,F.B.I. Asking Questions After a Pension Fund Aimed High and Fell Short,pennsylvania teacher retirement fund put asset risky alternative investment math work spur investigation,article,News,,"['Pensions and Retirement Plans', 'Teachers and School Employees']",business
1300,2021-05-11,style,Are You a Glennon or an Abby?,relatably argumentative highly downloadable marriage best selling author glennon doyle retired soccer star abby wambach,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Podcasts', 'Books and Literature', 'Soccer', 'Content Type: Personal Profile', 'Families and Family Life']",style
1301,2021-05-11,arts,A Piece of Music Will Speak Once More. For 26 Hours.,sit room alvin lucier classic work sound art perform artist honor birthday,article,News,,"['Music', 'Voice and Speech', 'Acoustics', 'Content Type: Personal Profile']",arts
1302,2021-05-11,well,What Are Puberty Blockers?,recent conservative legislation target class drug use treat transgender adolescent drug actually,article,News,,"['Hormones', 'Transgender and Transsexuals', 'Teenagers and Adolescence', 'Testosterone', 'Estrogen']",well
1303,2021-05-11,travel,Heading Home for the Vaccine: One Expat’s Trans-Atlantic Journey,europe vaccine campaign stymie madrid base author husband child board plane u act take matter hand write feel daunt,article,News,,"['Americans Abroad', 'Coronavirus (2019-nCoV)', 'Travel and Vacations', 'Vaccination and Immunization']",travel
1304,2021-05-11,business,Diet Companies See Gains as Americans Try to Drop Pandemic Pounds,recent week month people venture often business jump company sell plan help lose weight,article,News,,"['Weight', 'Diet and Nutrition', 'Quarantine (Life and Culture)']",business
1305,2021-05-11,health,Is It Covid or the Flu? New Combo Tests Can Find Out.,new test respiratory illness look pathogen time,article,News,,"['Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Influenza', 'your-feed-healthcare', 'Laboratories and Scientific Equipment', 'Respiratory Diseases']",health
1306,2021-05-11,health,"New Drugs Could Help Treat Obesity. Could They End the Stigma, Too?",hope new treatment encourage people think obesity chronic disease high blood pressure diabetes,article,News,,"['Obesity', 'Bariatric Surgery', 'Weight', 'Drugs (Pharmaceuticals)', 'Clinical Trials', 'Chronic Condition (Health)', 'Research']",health
1307,2021-05-11,realestate,‘My Apartment Is an Homage to Halston and Liza’,krysta rodriguez star liza minnelli new netflix series halston act decorate far apart,multimedia,Slideshow,,"['Interior Design and Furnishings', 'Television']",realestate
1308,2021-05-11,realestate,Krysta With a Y Plays Liza With a Z,krysta rodriguez star liza minnelli new netflix series halston act decorate far apart,article,News,,"['Interior Design and Furnishings', 'Actors and Actresses', 'Content Type: Personal Profile']",realestate
1309,2021-05-11,us,Efforts to Weed Out Extremists in Law Enforcement Meet Resistance,oregon california minnesota tennessee washington c seek give law enforcement agency power exclude officer tie extremist group,article,News,,"['State Legislatures', 'Law and Legislation', 'Right-Wing Extremism and Alt-Right', 'Police', 'Freedom of Speech and Expression', 'Civil Rights and Liberties', 'Storming of the US Capitol (Jan, 2021)']",us
1310,2021-05-11,dining,"The Lure of H Mart, Where the Shelves Can Seem as Wide as Asia",huge grocery chain megastores revolutionize way many asian american shop eat,article,News,,"['Supermarkets and Grocery Stores', 'Korean-Americans', 'Korean Food (Cuisine)', 'Asian-Americans']",dining
1311,2021-05-11,health,"To Vaccinate Younger Teens, States and Cities Look to Schools, Camps, Even Beaches",f authorization pfizer covid shot year old milestone battle coronavirus actually get vaccinate involve new challenge,article,News,,"['Teenagers and Adolescence', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'States (US)', 'Parenting', 'your-feed-healthcare', 'your-feed-science']",health
1312,2021-05-11,books,"‘Mary Jane,’ by Jessica Anya Blau: An Excerpt",excerpt mary jane jessica anya blau,article,Review,,[],books
1313,2021-05-11,world,Russia School Shooting Kills 7 Students and 2 Employees,hour shooting kazan provincial capital president vladimir v putin say order tightening russia already restrictive law civilian ownership gun,article,News,,"['School Shootings and Armed Attacks', 'Gun Control', 'Politics and Government']",world
1314,2021-05-11,science,Can You Have More Than 150 Friends?,new study question figure know dunbar number oxford professor name robin dunbar dismiss finding absolutely bonkers,article,News,,"['Research', 'Friendship', 'Archaeology and Anthropology']",science
1315,2021-05-11,climate,Biden Administration Approves Nation’s First Major Offshore Wind Farm,vineyard wind project coast massachusetts generate enough electricity power home,article,News,,"['Wind Power', 'Electric Light and Power', 'Global Warming', 'Greenhouse Gas Emissions', 'United States Politics and Government']",climate
1316,2021-05-11,nyregion,Mayoral Candidates Respond to the Shooting in Times Square,contender say episode emblematic grow crime problem move quickly describe address issue,article,briefing,,"['Coronavirus (2019-nCoV)', 'Elections, Mayors', 'Police', 'Vaccination and Immunization', 'Firearms']",nyregion
1317,2021-05-11,world,Key Takeaways From China’s Census Results,country lock demographic crisis figure also show rise education urbanization level,article,News,,"['Population', 'Economic Conditions and Trends', 'Politics and Government', 'Census', 'Colleges and Universities', 'Birth Control and Family Planning', 'Women and Girls', ""Women's Rights"", 'Labor and Jobs', 'Birth Rates', 'Elderly', 'In Vitro Fertilization']",world
1318,2021-05-11,podcasts,Apple vs. Facebook,routine look software update become major confrontation long run conflict world large tech company,article,News,,"['Data-Mining and Database Marketing', 'Mobile Applications', 'Computers and the Internet', 'Software', 'Social Media']",podcasts
1319,2021-05-11,politics,The White House will allow undocumented college students access to emergency pandemic aid.,new rule come biden administration allow student tap emergency stimulus fund flow college include direct grant need,article,News,,"['Financial Aid (Education)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Deferred Action for Childhood Arrivals']",politics
1320,2021-05-11,realestate,Remember Picnics? Here Are Five Great Items to Make Yours Better.,start gather outdoors grill good burger keep bug bay useful upgrade,article,News,,"['Real Estate and Housing (Residential)', 'Picnics', 'Coronavirus Risks and Safety Concerns', 'Quarantine (Life and Culture)', 'Content Type: Service']",realestate
1321,2021-05-11,business,Semiconductor makers and users form a group to push for chip funding.,new coalition come global semiconductor shortage cause disruption economy,article,News,,"['Computer Chips', 'Factories and Manufacturing', 'Automobiles', 'United States Politics and Government', 'Shortages']",business
1322,2021-05-11,briefing,A Misleading C.D.C. Number,special edition newsletter misleading c c statistic,article,briefing,,['Coronavirus (2019-nCoV)'],briefing
1323,2021-05-11,world,More Than 30 Dead in Gaza and Israel as Fighting Quickly Escalates,hamas fire rocket israeli city israel hit gaza airstrikes civilian suffer casualty leader side reap political benefit,article,News,,"['Palestinians', 'Defense and Military Forces', 'Civilian Casualties', 'Deaths (Fatalities)', 'Demonstrations, Protests and Riots', 'Politics and Government', 'War and Armed Conflicts']",world
1324,2021-05-11,learning,"Weekly News Quiz for Students: Presidential Photo, Colombia Protests, China Rocket",pay attention news recently see many question get right,multimedia,Interactive Feature,,[],learning
1325,2021-05-11,business,L Brands Plans to Spin Off Victoria’s Secret,move come takeover bid retailer low expectation separate listing,article,News,,"['Mergers, Acquisitions and Divestitures', 'Tax Evasion']",business
1327,2021-05-11,business,L Brands will spin off Victoria’s Secret instead of trying to sell it.,retailer decide split publicly list company victoria secret bath body work deal expect close august,article,News,,"['Shopping and Retail', 'Mergers, Acquisitions and Divestitures']",business
1328,2021-05-11,world,"In a Firm Voice, Queen Opens U.K. Parliament",government plan lay queen speech suggest prime minister boris johnson intend make full use favorable political condition,article,News,,"['Legislatures and Parliaments', 'Politics and Government', 'Speeches and Statements']",world
1329,2021-05-11,politics,"A key Senate panel deadlocked on Democrats’ election overhaul, signaling a murky path ahead.",tie vote rule committee set showdown landmark voting right expansion senate floor month ahead republican vow stop,article,News,,['Voter Registration and Requirements'],politics
1331,2021-05-11,books,"‘The Plot,’ by Jean Hanff Korelitz: An Excerpt",excerpt plot jean hanff korelitz,article,Review,,[],books
1332,2021-05-11,business,Recent Commercial Real Estate Transactions,recent commercial real estate transaction new york,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']",business
1333,2021-05-11,business,"Second Life for Shipping Containers: Selling Bao, Gyros and Baked Goods",brightly color steel box repurposed developer effort liven bar cafe restaurant food hall,article,News,,"['Food', 'Area Planning and Renewal', 'Quarantine (Life and Culture)', 'ARCHITECTURE', 'Real Estate (Commercial)']",business
1334,2021-05-11,us,What to Know About Newsom’s Big Budget Surplus Plan,tuesday gov gavin newsom propose give least million california taxpayer,article,briefing,,[],us
1335,2021-05-11,arts,A Rare Tiffany Building Owned by a Nonprofit May Be Sold,preservationist fear ayer mansion national treasure landmark status painstakingly preserve cut public access,article,News,,"['Art', 'ARCHITECTURE', 'Historic Buildings and Sites', 'Restoration and Renovation', 'Nonprofit Organizations', 'Real Estate (Commercial)', 'Quarantine (Life and Culture)', 'Religion and Belief', 'Real Estate and Housing (Residential)']",arts
1336,2021-05-11,business,Gas Pipeline Hack Leads to Panic Buying in the Southeast,national average gallon regular gasoline rise cent tuesday airline begin take small measure response shutdown,article,News,,"['Pipelines', 'Oil (Petroleum) and Gasoline', 'AIRLINES AND AIRPLANES', 'Cyberattacks and Hackers', 'Prices (Fares, Fees and Rates)', 'Shutdowns (Institutional)', 'Shortages']",business
1337,2021-05-11,world,A Glass Bridge. Gale-Force Winds. A Moment of Terror High in the Air.,gust blow part glass bridge flooring northeast china trap man raise question safety similar hair raise tourist attraction country,article,News,,"['Accidents and Safety', 'Bridges and Tunnels', 'Glass', 'Rescues']",world
1339,2021-05-11,movies,Hollywood Might Not Want to Save the Golden Globes,comeback prove difficult mount critic choice award sag take place,article,News,,"['Golden Globes (Awards)', 'Movies', 'Discrimination']",movies
1340,2021-05-11,arts,"Il Divo Tenor’s Ex-Wife Sues Him, Citing Sexual and Physical Abuse",se bastien izambard exert coercive control renée izambard subject year psychological abuse torture say,article,News,,"['Suits and Litigation (Civil)', 'Domestic Violence']",arts
1341,2021-05-11,business,"Washington Post Names A.P. Editor, Sally Buzbee, as Its Top Editor",decade respected news service buzbee become successor star editor martin baron,article,News,,"['News and News Media', 'Newspapers', 'Appointments and Executive Changes']",business
1342,2021-05-11,world,"Chandro Tomar, Who Shot Her Way Through a Glass Ceiling, Dies",bear find call late life inspired thousand people especially woman girl passion sport shoot,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Shooting (Sport)', 'Women and Girls']",world
1343,2021-05-11,movies,Haifaa Al-Mansour Rocks Out to Punk and Cooks With TikTok,movie perfect candidate arriving american theater al mansour first saudi arabian woman become feature length filmmaker discuss cultural essential,article,News,,"['Content Type: Personal Profile', 'Movies']",movies
1344,2021-05-11,style,How Did We Get So Stuck on Here?,complicate relationship social medium simple feel remember start,article,News,,['Social Media'],style
1345,2021-05-11,opinion,Require a Year of National Service?,reader offer praise plan cite experience peace corp military raise objection,article,Letter,,"['Volunteers and Community Service', 'Draft and Recruitment (Military)', 'United States Politics and Government']",opinion
1346,2021-05-11,us,"Pat Bond, a Sexual-Subculture Pioneer, Dies at 94",mr bond year old music teacher found organization masochist meeting sadist also invite,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Sex']",us
1347,2021-05-11,us,Starting From Scratch,people start sometimes want time,audiocontainer,News,,[],us
1348,2021-05-11,podcasts,Transcript: Ezra Klein Interviews Michael Lewis,date episode ezra klein show,article,Op-Ed,,[],podcasts
1349,2021-05-11,us,The Herd,happen community suddenly turn,audiocontainer,News,,[],us
1350,2021-05-11,arts,"Can’s Live Shows Will Be Heard at Last, Thanks to a Bootlegger in Big Pants",series concert album influential german band make possible andrew fan follow group 1970s sony cassette recorder hidden trouser,article,News,,"['Pop and Rock Music', 'Audio Recordings, Downloads and Streaming', 'Content Type: Personal Profile']",arts
1351,2021-05-11,arts,"Puppets, Purses and Paintings, Too: An Overlooked Artist With Range",sophie taeuber arp blur boundary fine art applied art die early recognition deserve major new exhibition aim fix,article,News,,"['Art', 'Puppets', 'Museums']",arts
1352,2021-05-11,business,"For Clean Energy, Buy American or Buy It Quick and Cheap?",president biden say slow climate change create job tension union environmentalist show simple,article,News,,"['Wind Power', 'Labor and Jobs', 'Alternative and Renewable Energy', 'Factories and Manufacturing', 'Law and Legislation', 'International Trade and World Market', 'Windmills', 'Organized Labor', 'Global Warming', 'Environment', 'Protectionism (Trade)', 'United States Politics and Government']",business
1353,2021-05-11,nyregion,New York City Libraries Are Open ... Sort Of,city library system slowly open even browse freely stack,multimedia,Interactive Feature,,"['Libraries and Librarians', 'Books and Literature']",nyregion
1354,2021-05-11,nyregion,Hindu Sect Is Accused of Using Forced Labor to Build N.J. Temple,federal agent descend massive temple robbinsville n j lawsuit charge low caste men lure india work hour,article,News,,"['Hinduism', 'Temples (Religious)', 'Forced Labor', 'Workplace Hazards and Violations', 'Building (Construction)', 'Suits and Litigation (Civil)', 'Immigration and Emigration', 'Foreign Workers', 'Indian-Americans', 'Labor and Jobs', 'Wages and Salaries']",nyregion
1355,2021-05-11,us,‘Staggering’ Legal Fees in Boy Scouts Bankruptcy Case,boy scout america go contentious bankruptcy dozen lawyer work case many charge hour,article,News,,"['Suits and Litigation (Civil)', 'Bankruptcies', 'Child Abuse and Neglect', 'Sex Crimes', 'Legal Profession', 'Prices (Fares, Fees and Rates)']",us
1356,2021-05-11,world,‘Selling the Family Jewels’: A James Joyce Landmark Is Set to Become a Hostel,plan overhaul dublin home setting writer short story dead oppose writer artist academic heritage group,article,News,,"['Historic Buildings and Sites', 'Writing and Writers']",world
1357,2021-05-11,sports,Medina Spirit Will Run in the Preakness Despite Failed Drug Test,trainer bob baffert say ointment cause colt fail drug test kentucky derby make deal keep horse preakness,article,News,,"['Horse Racing', 'Doping (Sports)', 'Kentucky Derby', 'Preakness Stakes', 'Tests (Drug Use)', 'Jockeys, Drivers and Trainers']",sports
1358,2021-05-11,style,Vegas-Style Weddings Land in Brooklyn,sweet heart chapel new small event space offer couple affordable inclusive experience,article,News,,"['Quarantine (Life and Culture)', 'Love (Emotion)', 'Marriages']",style
1359,2021-05-11,us,"Jobless Benefits Don’t Make People ‘Lazy,’ Nobel Laureate Esther Duflo Says",desire meaningful work respect dominant financial incentive say dr duflo economist,article,News,,"['Economics (Theory and Philosophy)', 'Women and Girls']",us
1360,2021-05-11,technology,Why Is New TV So Much Like Cable?,standard business practice develop stream entertainment rotten need change,article,News,,"['Television', 'Mobile Applications', 'Video Recordings, Downloads and Streaming']",technology
1361,2021-05-11,arts,A Gallery Featuring Only Artists of Color Feels Like Change,shattered glass deitch gallery los angeles visitor return artist bond,article,News,,"['Art', 'Black People', 'Blacks']",arts
1362,2021-05-11,dining,Ai Fiori Expands With Its Sky Terrace,airy restaurant rockaway hotel brick mortar location king david taco restaurant news,article,News,,['Restaurants'],dining
1363,2021-05-11,business,Hearst sells Marie Claire to a British publisher.,marie claire u part hearst joint venture french company marie claire album,article,News,,"['Mergers, Acquisitions and Divestitures', 'Magazines', 'Fashion and Apparel']",business
1364,2021-05-11,opinion,Mandate Covid Vaccines for Students,old eligible former principal urge require vaccinate return school also underpaid worker fund black college shower,article,Letter,,"['Coronavirus Reopenings', 'Vaccination and Immunization', 'Wages and Salaries', 'United States Politics and Government', 'Historically Black Colleges and Universities', 'Slavery (Historical)']",opinion
1365,2021-05-11,business,How the Golden Globes Went From Laughingstock to Power Player,group assail f c c steadily gain influence hollywood year scrutiny practice lack diversity lead nbc say air show,article,News,,"['Movies', 'Golden Globes (Awards)']",business
1366,2021-05-11,world,Covid Desperation Is Spreading Across India,infection death breakdown begin big city week ago rapidly advance rural area unleash deep fear place little medical safety net,article,News,,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Oxygen', 'Hospitals', 'Shortages', 'Deaths (Fatalities)', 'Cremation', 'Politics and Government', 'Vaccination and Immunization']",world
1367,2021-05-11,arts,The Biggest Dance Show in Town? At a Basketball Game.,brooklynettes perform live barclays center crowd small usual huge dance,article,News,,"['Dancing', 'Basketball', 'Stadiums and Arenas', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",arts
1368,2021-05-11,nyregion,‘Bro I Robbed Everyone’: 3 N.Y.P.D. Officers Charged in Bribe Scheme,officer retire funneled work tow truck company kickback sell car crash victim personal information prosecutor say,article,News,,"['Police Brutality, Misconduct and Shootings', 'Bribery and Kickbacks', 'Drug Abuse and Traffic']",nyregion
1369,2021-05-11,arts,Keith Haring’s Fabulous Friends Left Their Mark on His Fridge Door,graffiti tag refrigerator door serve artist guest register madonna angel ortiz auction block guernsey,article,News,,"['Art', 'Auctions']",arts
1370,2021-05-11,theater,"Come to the Cabaret, Old Chum. Or at Least Stream It.",new concert sutton foster jeremy jordan marilyn maye offer example intimate art form,article,Review,,"['Music', 'Theater', 'Bars and Nightclubs', 'Quarantine (Life and Culture)']",theater
1371,2021-05-11,theater,Broadway Shows Announce Reopening Plans,morning big recent hit broadway hamilton lion king wicked announce plan resume performance sept,multimedia,Interactive Feature,,"['Theater', 'Coronavirus Reopenings']",theater
1372,2021-05-11,theater,"A Surprising First Live Show, in the Hometown I Once Fled",back honduras first time decade critic find hopefulness city cultural ferment include energetic theater troupe,article,News,,['Theater'],theater
1373,2021-05-11,education,"Robert Slavin, Who Studied How Children Learn, Dies at 70",favor phonics teach reading group student different aptitude rather age grade,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Education (K-12)', 'Reading and Writing Skills (Education)', 'Children and Childhood']",education
1374,2021-05-11,health,Novavax Reports More Delays for Its Covid-19 Vaccine,see lot go well point say analyst,article,News,,"['Clinical Trials', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)', 'Coronavirus (2019-nCoV)']",health
1375,2021-05-11,style,Tiny Love Stories: ‘We Stayed Until No One Else Was Left’,modern love miniature feature reader submit story word,article,News,,"['Love (Emotion)', 'Modern Love (Times Column)', 'Dating and Relationships']",style
1376,2021-05-11,opinion,A Sports Event Shouldn’t Be a Superspreader. Cancel the Olympics.,international olympic committee care relentless pursuit profit public health,article,Op-Ed,,"['Olympic Games (2022)', 'Coronavirus (2019-nCoV)', 'Disease Rates']",opinion
1377,2021-05-11,science,One of the World’s Longest-Running Experiments Sends Up Sprouts,lie dormant buried bottle year seed germinate michigan state university campus scientist plant,article,News,,"['Seeds', 'Conservation of Resources', 'Gardens and Gardening', 'Flowers and Plants', 'Agriculture and Farming', 'Research', 'your-feed-science']",science
1379,2021-05-11,us,"Atlanta Spa Shootings Were Hate Crimes, Prosecutor Says",district attorney fulton county seek death penalty suspect shooting say target victim asian descent,article,News,,"['Atlanta Spa Shootings (2021)', 'Hate Crimes', 'Asian-Americans', 'Mass Shootings', 'Capital Punishment']",us
1380,2021-05-11,politics,"Uber and Lyft will provide free rides to vaccination sites until July 4, Biden says.",agreement several new measure white house hope help nation reach fully vaccinate adult holiday,article,News,,"['internal-essential', 'Vaccination and Immunization', 'Governors (US)', 'Car Services and Livery Cabs', 'Coronavirus (2019-nCoV)', 'Independence Day (US) (July 4)']",politics
1381,2021-05-11,t-magazine,"The Beauty Stores, Near and Far, That Are Destinations in Their Own Right",seek spot pick finely mill soap hand sculpt makeup brush exquisite scent,article,News,,"['Perfumes and Fragrances', 'Beauty (Concept)', 'Skin', 'Cleansers, Detergents and Soaps', 'Cosmetics and Toiletries', 'Shopping and Retail', 'Content Type: Service']",t-magazine
1382,2021-05-11,us,"In Rebuke to N.R.A., Federal Judge Dismisses Bankruptcy Case",n r file bankruptcy year seek end run regulatory action new york judge reject strategy,article,News,,"['Bankruptcies', 'Gun Control', 'Attorneys General', 'Firearms', 'Decisions and Verdicts']",us
1383,2021-05-11,nyregion,"It’s a Home in Brooklyn. What Could It Cost? $100,000?",shaun donovan raymond j mcguire candidate mayor new york way way ask estimate median home price borough,article,News,,"['Real Estate and Housing (Residential)', 'Elections, Mayors', 'Affordable Housing', 'Prices (Fares, Fees and Rates)', 'Politics and Government']",nyregion
1384,2021-05-11,briefing,Your Wednesday Briefing,israel gaza fight escalates,article,briefing,,[],briefing
1385,2021-05-11,world,These Three Feminists Are Changing Argentina From the Inside,pay woman unpaid work home deliver food transgender people build day care center bit bit woman appoint president high ranking position restructure society,article,News,,"['Women and Girls', ""Women's Rights"", 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Gender']",world
1386,2021-05-11,politics,Trump’s acting attorney general to affirm there was no evidence of widespread voter fraud in 2020.,jeffrey rosen serve final month trump office schedule testify wednesday jan attack capitol,article,News,,"['Presidential Election of 2020', 'Voter Fraud (Election Fraud)', 'Storming of the US Capitol (Jan, 2021)']",politics
1387,2021-05-11,us,The Beautiful Things,museum look beautiful thing poem american writer elizabeth spire,audiocontainer,News,,[],us
1388,2021-05-11,politics,Hispanic Democrats run ads targeting four House Republicans over their Jan. 6 votes.,advertisement congressional hispanic caucus focus republican member represent heavily latino district win close election last year,article,News,,"['Elections, House of Representatives', 'United States Politics and Government', 'Hispanic-Americans', 'Storming of the US Capitol (Jan, 2021)']",politics
1389,2021-05-11,us,Coronavirus Briefing: What Happened Today,push vaccinate teen,article,News,,"['Disease Rates', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Clinical Trials', 'Children and Childhood', 'Education (K-12)']",us
1390,2021-05-11,sports,"LaMelo Ball Talks Wild Passes, Rookie of the Year and ‘Space Jam’",ball charlotte hornet guard season standout player rookie secret shot shoot confidence,article,News,,"['Content Type: Personal Profile', 'Basketball']",sports
1391,2021-05-11,us,Mayor Moonshot,andrew proposal radical obsess robot never even work government next year probably run new york city,audiocontainer,News,,[],us
1392,2021-05-11,politics,Homeland Security announces new efforts to combat violent extremism in the U.S.,department say move part strategy comprehensively combat domestic violent extremism include violent white supremacy,article,News,,"['Storming of the US Capitol (Jan, 2021)', 'Terrorism']",politics
1393,2021-05-11,us,The Awful Wisdom of the Hostage,new memoir reveals endurance extreme remorse,audiocontainer,News,,[],us
1394,2021-05-11,politics,"No Need to Hoard Gas Amid Shortage, White House Says",energy secretary jennifer granholm say tuesday colonial pipeline ready resume operation end wednesday need concern panic buying,multimedia,Video,,"['Oil (Petroleum) and Gasoline', 'Shortages']",politics
1395,2021-05-11,nyregion,Bill McCreary Dies at 87; Blazed Trail for Black Journalists on TV,hire become fox flagship station new york black face air become emmy win anchor,article,Obituary (Obit),,"['Deaths (Obituaries)', 'News and News Media', 'Television', 'Black People', 'Blacks', 'Race and Ethnicity']",nyregion
1396,2021-05-11,us,‘It’s Always Been About Exclusion’,america diverse nation immigrant intend historical bias continue haunt present,audiocontainer,News,,[],us
1397,2021-05-11,politics,A Black Colonel Takes Command of a Key Marine Corps Brigade,assignment give col anthony henderson promotion brigadier general take effect july opportunity advancement service african american leader,article,News,,"['Black People', 'Blacks', 'United States Defense and Military Forces', 'United States Politics and Government']",politics
1398,2021-05-11,business,A Financial Firm’s Collapse Reverberates as Its Founder Answers Questions,lex greensill company attract attention high level british government fail lawmaker lead inquiry,article,News,,"['Credit and Debt', 'Politics and Government', 'Banking and Financial Institutions', 'Bankruptcies', 'Lobbying and Lobbyists']",business
1399,2021-05-11,briefing,"Israel-Gaza, Spa shootings, Obesity drugs: Your Tuesday Evening Briefing",need know end day,article,briefing,,[],briefing
1400,2021-05-11,us,The Power of the First Lady,lady bird johnson nancy reagan advance husband ambition,audiocontainer,News,,[],us
1401,2021-05-11,sports,"Michigan Ignored Warnings About Doctor Abusing Athletes, a Report Says",law firm hire university release report sexual abuse robert e anderson longtime doctor athletic department,article,News,,"['Athletics and Sports', 'Sex Crimes', 'Ethics and Official Misconduct']",sports
1402,2021-05-11,politics,White House Says Undocumented Students Can Receive Pandemic Aid,rule reverse trump era policy bar student obtain emergency aid cover food housing school supply,article,News,,"['Illegal Immigration', 'Colleges and Universities', 'Deferred Action for Childhood Arrivals', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'American Rescue Plan (2021)', 'Federal Aid (US)', 'United States Economy', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']",politics
1403,2021-05-11,politics,Arizona G.O.P. Passes Law to Limit Distribution of Mail Ballots,new law sign gov doug ducey remove people widely popular early voting list cast ballot least year,article,News,,"['Voter Registration and Requirements', 'Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'Presidential Election of 2020', 'Law and Legislation', 'Black People', 'Blacks', 'United States Politics and Government', 'State Legislatures', 'Hispanic-Americans']",politics
1404,2021-05-11,politics,Do Democrats Have a Realistic Path Forward on Their Voting Bills?,republican country restrict voting federal legislation stall congress left eye joe manchin,article,News,,"['Voting and Voters', 'United States Politics and Government', 'Voter Registration and Requirements']",politics
1405,2021-05-11,politics,"Cheney Embraces Her Downfall, Warning G.O.P. of Trump in a Fiery Speech",sit back watch silence others lead party path abandon rule law representative liz cheney say eve vote remove house republican leadership,article,News,,"['Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government', 'Conservatism (US Politics)', 'Rumors and Misinformation']",politics
1406,2021-05-11,politics,"In Virginia, a Fight Over the Suburbs in the Governor’s Race",glenn first time candidate vast wealth deliver pro business message intend win suburban voter democrat plan portray trump devotee,article,News,,"['Elections, Governors', 'Politics and Government', 'Primaries and Caucuses', 'Suburbs', 'Voting and Voters']",politics
1407,2021-05-11,politics,C.D.C. Chief Defends Pandemic Guidance as Impatience Mounts,senate hearing federal government pandemic response republicans criticize government guidance cruise ship fisherman summer camp outdoor mask wear,article,News,,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Disease Rates', 'Masks', 'Vaccination and Immunization', 'United States Politics and Government']",politics
1408,2021-05-11,opinion,The Trump G.O.P.’s Plot Against Liz Cheney — and Our Democracy,wednesday house leadership vote step many hurt america,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Elections', 'Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'Democracy (Theory and Philosophy)']",opinion
1409,2021-05-11,politics,Why a Lifelong Republican Views Arizona’s Recount as Wrong,bill gate election supervisor maricopa county say audit vote state base lie election fraud tear foundation democracy,article,News,,"['Politics and Government', 'Presidential Election of 2020', 'Rumors and Misinformation', 'Voter Fraud (Election Fraud)', 'United States Politics and Government']",politics
1410,2021-05-11,opinion,Why So Much Rests on the Fate of a Tiny Neighborhood in East Jerusalem,attempt settler forcibly displace palestinian family set catastrophe,article,Op-Ed,,"['Palestinians', 'Israeli Settlements', 'Politics and Government', 'Police Brutality, Misconduct and Shootings', 'Refugees and Displaced Persons', 'Evictions']",opinion
1411,2021-05-11,politics,"Over 100 Republicans, including former officials, threaten to split from the G.O.P.",mile taylor former trump era homeland security official anonymously write book condemn trump administration organizer effort,article,News,,"['Third-Party Politics (US)', 'United States Politics and Government']",politics
1412,2021-05-11,sports,Fernando Tatis Jr. and 2 Yankees Coaches Test Positive for Coronavirus,san diego tati asymptomatic phil third base coach yankee reggie willits first base coach test positive vaccinate,article,News,,"['Baseball', 'Coronavirus (2019-nCoV)']",sports
1413,2021-05-11,us,"Once Deal Makers, Biden and McConnell Are Miles Apart",longstanding relationship far yielded trace compromise senator mitch mcconnell say focus stop president biden agenda track,article,News,,"['United States Politics and Government', 'American Jobs Plan (2021)', 'Infrastructure (Public Works)']",us
1414,2021-05-11,movies,"Norman Lloyd, Associate of Welles, Hitchcock and Others, Dies at 106",see movie tv show st elsewhere work big name show business even name little known,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Movies', 'Television', 'Theater', 'Actors and Actresses']",movies
