,date,category_id,category,headline,articles,url
235,2020-01-05,5,sports,Tom Brady’s Last Pass Puts His Patriots Future in Doubt,throw interception final attempt playoff loss tennessee titan tom brady offer little insight  career new england,https://www.nytimes.com/2020/01/05/sports/football/tom-bradys-patriots-titans-playoffs.html
236,2020-01-05,2,politics,U.S.-Led Coalition Halts ISIS Fight as It Steels for Iranian Attacks,american force iraq syria focus protect,https://www.nytimes.com/2020/01/05/us/politics/us-isis-iran.html
237,2020-01-05,0,opinion,The Long Battle With Iran,qassim suleimani death bring vindication many american life take year come next,https://www.nytimes.com/2020/01/05/opinion/suleimani-iran-trump.html
238,2020-01-05,1,world,Huge Crowds Gather to Mourn Iran’s Top Commander,body maj gen qassim suleimani bring back iran mourner flood street weep hold poster general coffin move crowd,https://www.nytimes.com/video/world/middleeast/100000006904547/iran-funeral-soleimani.html
239,2020-01-05,1,world,Outrage in Iran After Killing of Suleimani: Here’s What You Need to Know,iran say  essentially abandon obligation land mark nuclear deal iraqi parliament vote expel american troop,https://www.nytimes.com/2020/01/05/world/middleeast/Iran-us-trump.html
240,2020-01-05,0,opinion,"On Prison Reform, From the Inside",reader discuss importance involve ordinary citizen rehabilitation effort,https://www.nytimes.com/2020/01/05/opinion/letters/prison-reform.html
241,2020-01-05,0,opinion,When the ‘King of Debt’ Is the President, tax bill give business windfall cause huge jump deficit americans pay reader say also voter  november assess past decade,https://www.nytimes.com/2020/01/05/opinion/letters/trump-debt-united-states.html
242,2020-01-05,1,world,Pompeo Warns Iran’s Leaders U.S. Could Attack Them if They Retaliate,secretary state mike pompeo add president trump earlier message u  attack iran take hostile action american interest strike maj gen qassim suleimani,https://www.nytimes.com/2020/01/05/world/middleeast/pompeo-trump-iran.html
243,2020-01-05,2,politics,"Buttigieg’s Bet: After Iran Strike, Military Experience Matters Even More",foreign policy emerge top priority democratic primary pete buttigieg former naval intelligence officer lean hard veteran status,https://www.nytimes.com/2020/01/05/us/politics/pete-buttigieg-military-iran.html
244,2020-01-05,4,business,It’s Not Just Software: New Safety Risks Under Scrutiny on Boeing’s 737 Max,company regulator look everything wire plane engine,https://www.nytimes.com/2020/01/05/business/boeing-737-max.html
245,2020-01-05,2,politics,Hate Negative Political Ads? This Is the Primary for You,democrat avoid use ad attack target voter intent defeat president trump,https://www.nytimes.com/2020/01/05/us/politics/democratic-ads-2020-negative.html
246,2020-01-05,1,world,"Venezuela’s Maduro Claims Control of National Assembly, Consolidating Grip on Power",national assembly last political institution still opposition hand seize leadership president  maduro supporter move close total control state,https://www.nytimes.com/2020/01/05/world/americas/venezuela-noticias-guaido-maduro.html
247,2020-01-05,1,world,U.S. Allies in Mideast Fear They May Pay Price for Suleimani Killing,american partner region celebrate demise powerful iranian adversary believe wise discreetly,https://www.nytimes.com/2020/01/05/world/middleeast/mideast-allies-suleimani.html
248,2020-01-05,4,business,Your Digital Detox May Be Toxic for Advertising,company spend   mobile ad last year even make commercial acknowledge downside smartphones,https://www.nytimes.com/2020/01/05/business/media/digital-advertising-tech-backlash.html
249,2020-01-05,1,world,"Venezuela’s Maduro Claims Control of National Assembly, Tightening Grip on Power",last political institution opposition hand president nicolás maduro move close total control state,https://www.nytimes.com/2020/01/05/world/americas/venezuela-noticias-maduro-guaido.html
250,2020-01-05,0,opinion,Trump Hurts an Ally and Helps the Terrorists,administration sacrifice crucial relationship iraq altar dangerous policy iran,https://www.nytimes.com/2020/01/05/opinion/iraq-iran-trump.html
251,2020-01-05,4,business,N.A.A.C.P. Tells Local Chapters: Don’t Let Energy Industry Manipulate You,civil right group try stop state local branch accept money utility promote fossil fuel lobby behalf,https://www.nytimes.com/2020/01/05/business/energy-environment/naacp-utility-donations.html
252,2020-01-05,1,world,Mourners Throng Iran’s Streets for Suleimani Funeral Marches,kill revere iranian general really wound insulted national pride  resident say,https://www.nytimes.com/2020/01/05/world/middleeast/iran-suleimani-funeral.html
253,2020-01-05,5,sports,Vikings’ Overtime Touchdown Upsets Saints’ Plans Once Again,minnesota  yard touchdown drive end new orleans season add fresh wound postseason rivalry,https://www.nytimes.com/2020/01/05/sports/football/vikings-saints-score-playoffs.html
254,2020-01-05,1,world,Erdogan Announces First Turkish Troops Are Heading to Libya,turkish force  deploy year bolster government tripoli allow return political process,https://www.nytimes.com/2020/01/05/world/europe/erdogan-turkish-troops-libya.html
255,2020-01-05,3,arts,"John Baldessari, Who Gave Conceptual Art a Dose of Wit, Is Dead at 88",hybrid work teach help build los angeles art scene mentoring contemporary artist,https://www.nytimes.com/2020/01/05/arts/john-baldessari-dead.html
256,2020-01-05,2,politics,Iran Uncertainty Grips Congress as Impeachment Looms,president trump decision strike top iranian general upend congress priority thrust matter war peace spotlight,https://www.nytimes.com/2020/01/05/us/politics/trump-impeachment-iran.html
257,2020-01-06,0,opinion,The Insanity of Trump’s Wine Tariffs,want punish europe thousand american business suffer instead,https://www.nytimes.com/2020/01/05/opinion/wine-tariff-trump.html
258,2020-01-06,0,opinion,A Democrat Who Can Beat Trump,amy klobuchar still chance,https://www.nytimes.com/2020/01/05/opinion/amy-klobuchar-2020.html
259,2020-01-06,1,world,"Iran Challenges Trump, Announcing End of Nuclear Restrictions",president trump say nuclear deal flaw restriction iran  end  year respond u strike iran declare limit less ,https://www.nytimes.com/2020/01/05/world/middleeast/trump-iran-nuclear-agreement.html
260,2020-01-06,2,politics,"A Typical Trump Vacation, With a Momentous Result", year president trump winter visit mar lago private club allow time combine personal presidential business juxtaposition year something quite different,https://www.nytimes.com/2020/01/05/us/politics/trump-mar-a-lago-iran.html
261,2020-01-06,2,politics,"Trump Threatens Iranian Cultural Sites, and Warns of Sanctions on Iraq",president threaten iran potential retaliation death top general iraq potential expulsion united state troop,https://www.nytimes.com/2020/01/05/us/politics/trump-iran-cultural-sites.html
262,2020-01-06,0,opinion,Crisis as Political Catalyst,democratic presidential candidate  able respond situation,https://www.nytimes.com/2020/01/05/opinion/democrats-2020.html
263,2020-01-06,3,arts,What Is Baby Yoda’s Real Name? Taika Waititi Knows,jojo rabbit director also direct finale disney  mandalorian featuring certain pint size character say anything,https://www.nytimes.com/2020/01/05/arts/television/baby-yoda-real-name.html
264,2020-01-06,5,sports,Seahawks Knock Out Carson Wentz and the Eagles,seattle russell wilson pass  yard touchdown philadelphia struggle start quarterback carson wentz leave game head injury,https://www.nytimes.com/2020/01/05/sports/football/seahawks-eagles-score-playoffs.html
265,2020-01-06,1,world,Defenders of History Take Aim at Trump’s Threat to Strike Iran’s Cultural Sites,military attack cultural site international law united state condemn islamic state taliban similar destruction,https://www.nytimes.com/2020/01/05/world/middleeast/trump-cultural-sites.html
266,2020-01-06,2,politics,U.S. Stops Dozens of Iranian-Americans Returning From Canada, people hold additional question washington state accord advocacy group account traveler,https://www.nytimes.com/2020/01/05/us/politics/iranian-americans-border.html
267,2020-01-06,2,politics,"For Trump, the Burden May Be Proving This Is Not the Moment His Critics Predicted",president ally dismiss criticism iran action partisan blowback political adversary timid take strong action foreign enemy,https://www.nytimes.com/2020/01/05/us/politics/trump-iran.html
268,2020-01-06,1,world,Masked Men Attack Students in Rampage at University in New Delhi,dozen hurt attacker shout hindu slogan student say belong far right hindu group deny involvement,https://www.nytimes.com/2020/01/05/world/asia/india-jawaharlal-nehru-university-attack.html
269,2020-01-06,3,arts,Kate McKinnon Opens Up About Being Gay During Golden Globes,emotional speech comedian say thing make lesbian less scary young see ellen degeneres tv,https://www.nytimes.com/2020/01/05/arts/television/kate-mckinnon-gay-golden-globes.html
270,2020-01-06,4,business,U.S. Stocks Shake Off Rising Middle East Tension,harsh rhetoric tehran washington spook investor first p  regained footing day,https://www.nytimes.com/2020/01/05/business/global-markets-iran-oil.html
271,2020-01-06,3,arts,Ellen DeGeneres at the Golden Globes: Moving Moments Amid Jokes,great feel someone tell make day well show comedian say acceptance speech sunday night,https://www.nytimes.com/2020/01/05/arts/television/ellen-degeneres-golden-globes.html
272,2020-01-06,3,arts,"Hollywood Sheds Its Cares at the Golden Globes, but Not All of Them",ricky gervais nihilism number return  podium passion usual bubble,https://www.nytimes.com/2020/01/05/arts/television/golden-globes-review.html
273,2020-01-06,5,sports,What We Learned in the N.F.L.’s Wild-Card Round,titan viking seahawks road weekend include  overtime game exit tom brady drew brees,https://www.nytimes.com/2020/01/06/sports/football/nfl-scores-wild-card.html
274,2020-01-06,3,arts,What’s on TV Monday: ‘The Bachelor’ and ‘The Family Farm’, season date show begin reality series family adapt farm life arrive acorn tv,https://www.nytimes.com/2020/01/06/arts/television/whats-on-tv-monday-the-bachelor-and-the-family-farm.html
275,2020-01-06,5,sports,"As Fires Spread, So Do Player Concerns Ahead of the Australian Open",organizer contingency plan move match indoor court,https://www.nytimes.com/2020/01/06/sports/Australian-Open-fire.html
276,2020-01-06,4,business,Carlos Ghosn’s Escape Preparations Spanned the Globe,former auto magnate board bullet train first leg escape lebanon official tokyo still investigate,https://www.nytimes.com/2020/01/06/business/carlos-ghosn-escape.html
277,2020-01-06,1,world,"A Sea of Mourners in Iran, and New Threats From Both Sides",vast crowd throng street tehran funeral hold maj gen qassim suleimani kill american drone strike friday,https://www.nytimes.com/2020/01/06/world/middleeast/iran-soleimani.html
278,2020-01-06,0,opinion,How Democrats Can Win Back Obama-Trump Defectors,lose soul opposite,https://www.nytimes.com/2020/01/06/opinion/obama-trump-voters.html
279,2020-01-06,0,opinion,Why Are Young Americans Killing Themselves?,suicide second lead cause death,https://www.nytimes.com/2020/01/06/opinion/suicide-young-people.html
280,2020-01-06,0,opinion,What Now for Europeans Who Love Britain?,italian live happily wonder brexit reshape feeling others e u  british,https://www.nytimes.com/2020/01/06/opinion/europeans-brexit-britain.html
281,2020-01-06,0,opinion,"The Choice That’s Coming: An Iran With the Bomb, or Bombing Iran",trump administration  find face dilemma nuclear deal design avoid,https://www.nytimes.com/2020/01/06/opinion/irans-crisis-nuclear-expansion.html
282,2020-01-06,0,opinion,Killing Qassim Suleimani Was Illegal. And Predictable.,inevitable outcome dangerous war terror policy,https://www.nytimes.com/2020/01/06/opinion/qassim-suleimani.html
283,2020-01-06,0,opinion,"Harvey Weinstein Is Monster of the Moment, but the Whole System Is Rigged",demand sexual pay play rut producer hold career card  horrific exactly departure,https://www.nytimes.com/2020/01/06/opinion/weinstein-trial-metoo.html
284,2020-01-06,0,opinion,An Open Letter to John Lewis,fight new battle owe debt gratitude moral compass nation,https://www.nytimes.com/2020/01/06/opinion/john-lewis.html
285,2020-01-06,2,politics,Biden and Sanders Differ on Foreign Policy. They’re Happy to Tell You So.,men seem energized renewed debate war peace  candidate well illustrate division  democrat american leadership abroad look ,https://www.nytimes.com/2020/01/06/us/politics/joe-biden-bernie-sanders-iran.html
286,2020-01-06,1,world,The Springs Ran Dry. Then This Australian Town Burned.,resident lush rural place think blaze  never reach new year eve firestorm sweep prove wrong run tear  resident say,https://www.nytimes.com/2020/01/06/world/australia/fires.html
287,2020-01-06,0,opinion,The Day After War Begins in Iran,outpouring grief qassim suleimani country first act retaliation,https://www.nytimes.com/2020/01/06/opinion/iran-soleimani-funeral.html
288,2020-01-06,2,politics,"John Bass, U.S. Envoy to Afghanistan, Steps Down on Cusp of New Peace Deal",state department say typical ambassador serve  year kabul give high stress nature job,https://www.nytimes.com/2020/01/06/us/politics/john-bass-afghanistan.html
289,2020-01-06,4,business,Why the Markets Are Still Worried About Iran,oil price climb stock market slip fallout u kill top iranian general continue,https://www.nytimes.com/2020/01/06/business/dealbook/markets-iran-trump.html
290,2020-01-06,1,world,What Is Trump’s Iran Strategy? Few Seem to Know,friend foe alike leave puzzled president trump aim achieve kill top iranian general  next tehran  mollify,https://www.nytimes.com/2020/01/06/world/middleeast/trump-iran-soleimani-strategy.html
291,2020-01-06,2,politics,Julián Castro Endorses Elizabeth Warren for President,move come soon mr castro end bid democratic presidential nomination give lift ms warren campaign try reignite excitement,https://www.nytimes.com/2020/01/06/us/politics/julian-castro-endorsement-elizabeth-warren.html
292,2020-01-06,5,sports,Holding Tight to a Racing Tradition,indian relay type bareback horse racing practice native american tribe plain state blend heritage danger  family share passion mean everything,https://www.nytimes.com/2020/01/06/sports/indian-relay-lakota.html
293,2020-01-06,2,politics,"Bolton Is Willing to Testify in Trump Impeachment Trial, Raising Pressure for Witnesses",former national security adviser comply white house directive cooperate inquiry say  testify senate subpoenaed,https://www.nytimes.com/2020/01/06/us/politics/bolton-testify-impeachment-trial.html
294,2020-01-06,3,arts,"It’s Got a Great Beat, and You Can File a Lawsuit to It",pop music make vacuum copying always bad new trend pull pop star courtrooms dangerous ,https://www.nytimes.com/2020/01/06/arts/music/pop-music-songs-lawsuits.html
295,2020-01-06,5,sports,"Dallas Cowboys, After a Long Divorce, Commit to Mike McCarthy as Coach",longtime green bay packer coach interview number n f l opening include giant,https://www.nytimes.com/2020/01/06/sports/football/mike-mccarthy-jerry-jones-cowboys.html
296,2020-01-06,1,world,China Grapples With Mystery Pneumonia-Like Illness,beijing race identify new illness sicken  people try calm nervous public,https://www.nytimes.com/2020/01/06/world/asia/china-SARS-pneumonialike.html
297,2020-01-06,5,sports,"Tua Tagovailoa, Alabama’s Star Quarterback, Will Enter the N.F.L. Draft",tagovailoa start  season top candidate heisman trophy injured november  play crimson  next season,https://www.nytimes.com/2020/01/06/sports/ncaafootball/tua-nfl-draft.html
298,2020-01-06,3,arts,"When He Was Good, He Was Breathtaking",mesmerize frustrating world félix vallotton metropolitan museum,https://www.nytimes.com/2020/01/06/arts/design/felix-vallotton-metropolitan-museum.html
299,2020-01-06,1,world,Britain’s ‘Most Prolific Rapist’ Is Jailed for Life,reynhard sinaga find guilty drug rap  men manchester detective far fail identify  victim still look speak,https://www.nytimes.com/2020/01/06/world/europe/reynhard-sinaga-rape.html
300,2020-01-06,3,arts,Travis Scott’s JackBoys Hit No. 1 Before New Bundling Rule Begins,tweak billboard  chart design curtail effect record sale tie merchandise,https://www.nytimes.com/2020/01/06/arts/music/travis-scott-jackboys-billboard.html
301,2020-01-06,1,world,Mogadishu Bombing Took the Lives of the ‘Best and the Brightest’, grow sense stability optimism decade chaos violence somalia unable curb threat pose terrorist group al shabab,https://www.nytimes.com/2020/01/06/world/africa/Somalia-mogadishu-bombing-students.html
302,2020-01-06,4,business,"American Consumers, Not China, Are Paying for Trump’s Tariffs",new york feed academic researcher find u consumer company bear brunt president trade war,https://www.nytimes.com/2020/01/06/business/economy/trade-war-tariffs.html
303,2020-01-06,4,business,New Owner Is Selected After $146 Million Nursing Home Collapse,federal government charge chain illinois nursing home default mortgage backed government program,https://www.nytimes.com/2020/01/06/business/nursing-homes-hud-rosewood.html
304,2020-01-06,4,business,How 7-Eleven Struck Back Against an Owner Who Took a Day Off,shelf mostly empty mitoshi matsumoto plan continue fight company change japan tough convenience store culture,https://www.nytimes.com/2020/01/06/business/7-eleven-japan.html
305,2020-01-06,1,world,How to Help Victims of Australia’s Fires,deadly wildfire fan wind fuel scorching heat rag  southeast country,https://www.nytimes.com/2020/01/06/world/australia/help-australia-fires.html
306,2020-01-06,1,world,Boris Johnson’s Balancing Act With Trump and Europe on Iran,britain prime minister risk criticize american president  support need trade negotiation brexit  expose iran open serious trans atlantic rift,https://www.nytimes.com/2020/01/06/world/europe/britain-iran-trump-boris-johnson.html
307,2020-01-06,2,politics,Fox Host’s ‘America First’ Shift Makes an Exception for Trump’s Iran Strike,transformation pete hegseth ivy league educate decorated army platoon leader symbol republican party trump era,https://www.nytimes.com/2020/01/06/us/politics/pete-hegseth-trump-fox-news.html
308,2020-01-06,1,world,How U.S. Troops Are Preparing for the Worst in the Middle East,pentagon direct   troop region atop roughly   already tension rise iran reinforcing outpost base airfield,https://www.nytimes.com/2020/01/06/world/middleeast/troops-iran-iraq.html
309,2020-01-06,0,opinion,A Threat to Iran’s Rich Cultural Heritage,leader several organization say president trump threat destroy iranian site  war crime contrary american policy also marry former partner second time,https://www.nytimes.com/2020/01/06/opinion/letters/iran-culture-war-crime.html
310,2020-01-06,0,opinion,The Steps That Led to the Killing of Suleimani,reader upset president adviser stop take action put american danger,https://www.nytimes.com/2020/01/06/opinion/letters/us-iran-trump.html
311,2020-01-06,2,politics,"Iran and Presidential War Powers, Explained",democrat want block president trump unilaterally start war iran turn mostly untested law,https://www.nytimes.com/2020/01/06/us/politics/war-powers-resolution-iran.html
312,2020-01-06,2,politics,Mike Pompeo Is Said to Decide Against Running for Senate in Kansas,secretary state decision likely end republican hop secure potentially dominant candidate open seat kansas home state,https://www.nytimes.com/2020/01/06/us/politics/mike-pompeo-senate-kansas.html
313,2020-01-06,2,politics,Answering Your 2020 Questions,go wild year help,https://www.nytimes.com/2020/01/06/us/politics/on-politics-monday-mailbag.html
314,2020-01-06,0,opinion,Trump the Intimidator Fails Again,bully delusion grandeur,https://www.nytimes.com/2020/01/06/opinion/trump-iran-trade.html
315,2020-01-06,2,politics,Republican Congressman Shares Fake Image of Obama and Iranian President,image share twitter representative paul gosar arizona photoshopped circulate  year,https://www.nytimes.com/2020/01/06/us/politics/paul-gosar-obama-iran.html
316,2020-01-06,4,business,Pier 1 Imports to Close Up to 450 Stores and Cut Jobs,furniture chain late retailer struggle decline store visit change consumer taste,https://www.nytimes.com/2020/01/06/business/pier-1-imports-stores-closing.html
317,2020-01-06,1,world,The U.S. Seemed to Be Leaving Iraq. But It Was All an ‘Honest Mistake.’,letter say u repositioning force movement iraq produce headline  world withdrawal begin,https://www.nytimes.com/2020/01/06/world/middleeast/iran-letter-withdrawal-iraq.html
318,2020-01-07,1,world,U.S. Bet Guaidó Could Transform Venezuela. It Hasn’t Happened.,america throw  behind juan guaidó claim presidency direct challenge president nicolás  year later trump administration little show effort,https://www.nytimes.com/2020/01/06/world/americas/guaido-venezuela-trump.html
319,2020-01-07,3,arts,Targeting Cultural Sites in War Is Illegal. It’s Also Barbaric.,president trump repeat threat destroy iran treasure art architecture make united state seem debase isi taliban,https://www.nytimes.com/2020/01/06/arts/design/trump-iran-cultural-sites.html
320,2020-01-07,2,politics,Impeachment Briefing: What John Bolton Could Tell Us,former national security adviser say  willing testify senate impeachment trial,https://www.nytimes.com/2020/01/06/us/politics/bolton-testimony-impeachment.html
321,2020-01-07,4,business,Dairy Giant Borden Files for Bankruptcy Protection,dallas company employ   try renegotiate debt agreement month talk fell,https://www.nytimes.com/2020/01/06/business/borden-milk-bankruptcy.html
322,2020-01-07,1,world,"A New Toll in Mexico’s Drug War: More Than 61,000 Vanished",government say   people disappear   vast majority   president felipe calderón begin crack drug cartel,https://www.nytimes.com/2020/01/06/world/americas/mexico-drug-war-death-toll.html
323,2020-01-07,0,opinion,The Nightmare Stage of Trump’s Rule Is Here,unstable impeached president push u  war iran,https://www.nytimes.com/2020/01/06/opinion/trump-iran.html
324,2020-01-07,1,world,Khamenei Wants to Put Iran’s Stamp on Reprisal for U.S. Killing of Top General,departure iran usual tactic hide  proxy country supreme leader want retaliation kill top military commander carry openly iranian force,https://www.nytimes.com/2020/01/06/world/middleeast/iran-khamenei-general-soleimani.html
325,2020-01-07,2,politics,Mexican Asylum Seekers Could Now Be Deported to Guatemala,plan homeland security official praise deterrent central american consider long journey mexico expand,https://www.nytimes.com/2020/01/06/us/politics/mexican-asylum-seekers-guatemala.html
326,2020-01-07,2,politics,"Pentagon Rules Out Striking Iranian Cultural Sites, Contradicting Trump",defense secretary acknowledge law arm conflict prohibit attack antiquity say military plan even  president declare target,https://www.nytimes.com/2020/01/06/us/politics/trump-esper-iran-cultural-sites.html
327,2020-01-07,2,politics,"For Some Never Trumpers, Killing of Suleimani Was Finally Something to Like",neoconservative long urge action iran iraq maj gen qassim suleimani dead,https://www.nytimes.com/2020/01/06/us/politics/never-trumpers-suleimani.html
328,2020-01-07,1,world,"Iran ‘Concludes’ Attacks, Foreign Minister Says",iran seek seek escalation war minister mohammad javad zarif say tweet hour iran launch missile strike american iraq,https://www.nytimes.com/2020/01/07/world/middleeast/trump-iran.html
329,2020-01-07,3,arts,What’s on TV Tuesday: ‘Schitt’s Creek’ and ‘Jeopardy! The Greatest of All Time’,final season schitt creek debut pop tv special jeopardy tournament begin abc,https://www.nytimes.com/2020/01/07/arts/television/whats-on-tv-tuesday-schitts-creek-and-jeopardy-the-greatest-of-all-time.html
330,2020-01-07,1,world,British Woman Who Accused Israelis of Rape in Cyprus Is Spared Prison,woman allow return home say pressured retract statement tell police dozen young men attack,https://www.nytimes.com/2020/01/07/world/europe/cyprus-uk-rape.html
331,2020-01-07,5,sports,The Government Is Reining In Youth Sports. The Adults Are Worried.,puerto rico introduce far reach regulation organizer youth sport attempt protect child excessive competition,https://www.nytimes.com/2020/01/07/sports/youth-sports-rules-us.html
332,2020-01-07,4,business,"A Year After a #MeToo Reckoning, Economists Still Grapple With It",year revelation racism sexism profession annual meeting reflect sign progress also work do,https://www.nytimes.com/2020/01/07/business/economy/economics-race-gender.html
333,2020-01-07,3,arts,Late Night Is Back and Ready for War,stephen colbert return holiday break find president trump still mad iranian hostage crisis,https://www.nytimes.com/2020/01/07/arts/television/trump-iran-stephen-colbert.html
334,2020-01-07,4,business,Japan Issues Arrest Warrant for Carlos Ghosn’s Wife,authority say suspect carole ghosn give false testimony april related allegation husband,https://www.nytimes.com/2020/01/07/business/carlos-ghosn-escape.html
335,2020-01-07,0,opinion,Skip the Vatican Museum. Go to the National Museum of Qatar.,come visual performing art gulf country future need get line suffer selfie stick fatigue,https://www.nytimes.com/2020/01/07/opinion/national-museum-qatar-art.html
336,2020-01-07,0,opinion,Andrew Jackson in the Persian Gulf,suleimani assassination kind tactic trump promise voter  strategy match,https://www.nytimes.com/2020/01/07/opinion/trump-soleimani-iran.html
337,2020-01-07,1,world,A Victim’s Account Fuels a Reckoning Over Abuse of Children in France,french author write year predilection child continue win acclaim  spoken,https://www.nytimes.com/2020/01/07/world/europe/france-pedophilia-gabriel-matzneff.html
338,2020-01-07,0,opinion,The Arrogance of Trump’s Enablers,contempt congress meet legal political fusillade,https://www.nytimes.com/2020/01/07/opinion/trump-impeachment-congress.html
339,2020-01-07,3,arts,The Rise of ‘Schitt’s Creek’,series wrap achieve something  mainstream success creator star perfect time go,https://www.nytimes.com/2020/01/07/arts/television/schitts-creek-final-season.html
340,2020-01-07,0,opinion,The Odd Couples of the Democratic Party,iran impeachment iowa make strange bedfellow way politics suppose,https://www.nytimes.com/2020/01/07/opinion/democrats-iowa-iran-impeachment.html
341,2020-01-07,2,politics,"Deval Patrick Hopes for an Unlikely Surge, but for Many, ‘It’s Awfully Late’",nearly  month unusually late entry presidential race former massachusetts governor fail draw big headline crucial endorsement still long shot plan,https://www.nytimes.com/2020/01/07/us/politics/deval-patrick-2020-campaign.html
342,2020-01-07,4,business,Impossible Dumplings and Beyond Buns: Will China Buy Fake Meat?,impossible food  meat want expand chinese market face significant governmental cultural hurdle,https://www.nytimes.com/2020/01/07/business/fake-pork-china.html
343,2020-01-07,0,opinion,Why Did the U.S. Kill Suleimani?,attack illustrate america lack clear grand strategy need  immediately,https://www.nytimes.com/2020/01/07/opinion/soleimani-killed-us.html
344,2020-01-07,4,business,Japan Takes Aim at Carlos Ghosn’s Wife,prosecutor tokyo want arrest carole ghosn say false testimony knowledge husband legal case team,https://www.nytimes.com/2020/01/07/business/dealbook/japan-carlos-ghosn-wife.html
345,2020-01-07,1,world,Koala Mittens and Baby Bottles: Saving Australia’s Animals After Fires,million animal many find continent  perish australian take care survivor,https://www.nytimes.com/2020/01/07/world/australia/animals-wildlife-fires.html
346,2020-01-07,1,world,"Iran Fires on U.S. Forces at 2 Bases in Iraq, Calling It ‘Fierce Revenge’",iraqi official say iranian strike involve least dozen ballistic missile cause american iraqi casualty president trump issue upbeat appraisal,https://www.nytimes.com/2020/01/07/world/middleeast/iran-fires-missiles-us.html
347,2020-01-07,0,opinion,No One Believes Trump,good international crisis,https://www.nytimes.com/2020/01/07/opinion/trump-suleimani-lies.html
348,2020-01-07,1,world,Pedro Sánchez Will Lead Modern Spain’s First Coalition Government,socialist leader approval parliament run fragile group leave leaning party  survival  hinge separatist dispute catalonia,https://www.nytimes.com/2020/01/07/world/europe/spain-pedro-sanchez-government.html
349,2020-01-07,4,business,Recent Commercial Real Estate Transactions,recent commercial real estate transaction new york,https://www.nytimes.com/2020/01/07/business/new-york-commercial-real-estate.html
350,2020-01-07,2,politics,Elizabeth Warren’s Bankruptcy Plan Revives Old Clash With Biden,m warren call repealing provision  law joe biden support senate,https://www.nytimes.com/2020/01/07/us/politics/elizabeth-warren-bankruptcy-plan-biden.html
351,2020-01-07,1,world,Deadly Stampede at Suleimani’s Funeral Procession,maj gen qassim suleimani body take home burial crush believe kill dozen mourner crowd street kerman iran,https://www.nytimes.com/video/world/middleeast/100000006907422/deadly-stampede.html
352,2020-01-07,1,world,Puerto Rico Earthquake Knocks Out Power and Collapses Homes,second day row strong earthquake hit puerto rico dawn,https://www.nytimes.com/video/world/americas/100000006907442/earthquake-puerto-rico.html
353,2020-01-07,3,arts,"On TV’s New Musicals, Every Episode Is Opening Night",television love musical show zoey extraordinary playlist katy keene join grow chorus winter easy pull,https://www.nytimes.com/2020/01/07/arts/television/zoeys-extraordinary-playlist-high-school-musical.html
354,2020-01-07,5,sports,Tom Brady and the Patriots Have to Part Ways Someday. Is It Too Soon?,brady  set become free agent team finish season subpar standard dynasty,https://www.nytimes.com/2020/01/07/sports/football/tom-brady-new-england-patriots.html
355,2020-01-07,4,business,The Nets Called It Home. Now an NBC Drama Lives There.,age stadium usually demolish dormant meadowlands arena new jersey become soundstage prime time series,https://www.nytimes.com/2020/01/07/business/meadowlands-arena-nbc-studio.html
356,2020-01-07,0,opinion,It’s Time to Calibrate Fears of a Cyberwar With Iran,difficult iran launch cyberattacks  affect significant portion american population,https://www.nytimes.com/2020/01/07/opinion/iran-cyber-attack-hacking.html
357,2020-01-07,3,arts,Janet Mock and Taylor Swift to Be Honored at Glaad Awards,transgender storyteller grammy  win singer honor promote acceptance equality work,https://www.nytimes.com/2020/01/07/arts/television/taylor-swift-janet-mock-glaad-awards.html
358,2020-01-07,5,sports,Giants Agree to Hire Joe Judge as Head Coach,patriot assistant consider top target quickly emerge giant choice matt rhule presume leading candidate agree deal carolina panther,https://www.nytimes.com/2020/01/07/sports/football/joe-judge-giants.html
359,2020-01-07,4,business,"In Reversal, Boeing Recommends 737 Max Simulator Training for Pilots",company long maintain training need fly plane ground  deadly crash,https://www.nytimes.com/2020/01/07/business/boeing-737-max-simulator-training.html
360,2020-01-07,2,politics,Bloomberg and Trump Buy Super Bowl Ads at $10 Million Each,michael r bloomberg presidential campaign secure  second worth advertising game feb  president trump election campaign announce do,https://www.nytimes.com/2020/01/07/us/politics/bloomberg-trump-super-bowl-ad.html
361,2020-01-07,4,business,Where’s Your Flying Car? Still Years From Reality,model present hyundai uber consumer electronics show say hold promise aerial ride share  mile hour,https://www.nytimes.com/2020/01/07/business/hyundai-uber-flying-car.html
362,2020-01-07,3,arts,What if a Dance Piece Were Actually Funny? Or Super Sad?,choreographer mariana valencia go make abstract quiet dance use autobiography engage often comic way audience,https://www.nytimes.com/2020/01/07/arts/dance/mariana-valencia-air-performance-space-new-york.html
363,2020-01-07,2,politics,Prosecutors Ask That Michael Flynn Get Prison Time,prosecutor say mr flynn president trump first national security adviser choose reverse course cooperate accept guilt previously argue lenient sentence,https://www.nytimes.com/2020/01/07/us/politics/flynn-prosecutors-sentencing.html
364,2020-01-07,4,business,Oil Prices Are Slow to Reflect U.S.-Iran Tensions,mute initial reaction last week kill iranian general point confidence shipping lane unaffected,https://www.nytimes.com/2020/01/07/business/energy-environment/iran-oil-soleimani.html
365,2020-01-07,0,opinion,Voices of Anxiety as Australia Burns,reader react op ed article novelist richard flanagan fault country politician  thing,https://www.nytimes.com/2020/01/07/opinion/letters/australia-fires-climate.html
