date,category_id,category,headline,articles,url
2020-01-09,2,politics,Weary Veterans Exemplify a Nation Reluctant for War With Iran,while as mixed in their views as other americans the veterans of the wars in iraq and afghanistan are now a larger proportion of critics of interventions in the regions they once fought in,https://www.nytimes.com/2020/01/09/us/politics/veterans-trump-iran.html
2020-01-09,4,business,"U.S. Stocks, in a Sweet Spot, Hit a Record",the sp 500 added to a nearly 30 percent rally in 2019 thanks to a combination of low interest rates and receding economic risks,https://www.nytimes.com/2020/01/09/business/stock-market-record.html
2020-01-09,3,arts,"‘The Outsider’ Brings a Faceless Terror, and Stephen King, to HBO",part horror part allegory the supernaturally tinged murder mystery asks where do we turn when logic fails,https://www.nytimes.com/2020/01/09/arts/television/the-outsider-stephen-king-hbo.html
2020-01-09,4,business,"Peak TV Hits a New Peak, With 532 Scripted Shows",the number of original series continued to swell in 2019 with apple and disney adding to the glut when will the bubble pop,https://www.nytimes.com/2020/01/09/business/media/tv-shows-2020.html
2020-01-09,5,sports,Pete Carroll Wants to Change Your Life,the seattle seahawks coach is shaping his locker room talks about selfdiscovery and finding meaning in life for corporate america,https://www.nytimes.com/2020/01/09/sports/football/seattle-seahawks-pete-carroll.html
2020-01-09,0,opinion,"For Democrats, Which Is the Road to Victory?",bret stephens offered his ideas on how to beat donald trump several readers offer theirs,https://www.nytimes.com/2020/01/09/opinion/letters/democrats-trump.html
2020-01-09,4,business,The Balancing Act,nine new yorkers discuss their debts,https://www.nytimes.com/2020/01/09/business/how-much-debt-do-i-have.html
2020-01-09,2,politics,Trump Claims Iranians Were Plotting to Blow Up American Embassy,the presidents unsubstantiated account comes as lawmakers seek details about why he authorized the killing of irans most important general,https://www.nytimes.com/2020/01/09/us/politics/suleimani-embassy.html
2020-01-09,2,politics,House Votes to Restrain Trump’s Iran War Powers,the debate over the resolution reignited a fierce dispute over congresss role in matters of war and peace and highlighted deep disagreements over president trumps policy on iran,https://www.nytimes.com/2020/01/09/us/politics/trump-iran-war-powers.html
2020-01-09,3,arts,What Makes Pope.L’s Art Endure? (It’s Not the Famous Crawls),the maverick artist the subject of two exhibitions is known for his grueling street performances but his real enchantment lies in something weirder,https://www.nytimes.com/2020/01/09/arts/design/popel-moma-whitney-review.html
2020-01-09,1,world,Prince Harry’s Real Declaration of Independence: From Britain’s Tabloids,the sussexes have been preparing for years to sever their relationship with the royal press pack which the prince still blames for his mothers death,https://www.nytimes.com/2020/01/09/world/europe/prince-harry-meghan-markle.html
2020-01-09,3,arts,Another Comics Surprise From Robert Kirkman,a graphic novel fire power prelude will debut in april ahead of the release of the fire power series,https://www.nytimes.com/2020/01/09/arts/robert-kirkman-fire-power-prelude.html
2020-01-09,3,arts,Review: A Choreographer Alone With Her Audience and Death,faye driscolls trilogy has explored the relationship between performer and spectators in part 3 she asks for assistance,https://www.nytimes.com/2020/01/09/arts/dance/driscoll-space-review.html
2020-01-09,4,business,Lebanon Orders Carlos Ghosn to Stay Put,the travel ban was issued as lebanon begins to consider how to treat the former executive facing financial charges in japan,https://www.nytimes.com/2020/01/09/business/carlos-ghosn-lebanon-judge.html
2020-01-09,1,world,Video Shows Ukrainian Airliner Being Hit Over Iran,the new york times has obtained and verified video showing the moment a ukrainian airliner was hit in iran,https://www.nytimes.com/video/world/middleeast/100000006911815/iran-plane-missile.html
2020-01-09,0,opinion,Black Britons Know Why Meghan Markle Wants Out,its the racism,https://www.nytimes.com/2020/01/09/opinion/sunday/meghan-markle-prince-harry.html
2020-01-09,3,arts,"Bill Cosby, Citing #MeToo Bias, Files New Appeal",his lawyers say the superior court erred in supporting the trial judges decision on issues like allowing testimony from five other accusers,https://www.nytimes.com/2020/01/09/arts/television/bill-cosby-appeal.html
2020-01-09,2,politics,Competing for Sanders’s New Hampshire Voters: Yang and Gabbard,the granite states young people libertarians and independent voters helped power bernie sanders to a primary victory in 2016 this time some of them are eyeing andrew yang and tulsi gabbard,https://www.nytimes.com/2020/01/09/us/politics/bernie-sanders-andrew-yang-tulsi-gabbard.html
2020-01-09,1,world,Trump Administration’s Actions in Middle East Complicate Its Criticisms of China,president trumps use of military force against iran gives beijing ammunition to highlight failures of american policy even as the communist party represses muslims in china,https://www.nytimes.com/2020/01/09/world/asia/trump-china-iran.html
2020-01-09,1,world,Going Rogue: Prince Harry and Meghan Caught the Palace Off Guard,the queen had yet to give her approval to their idea of becoming parttime royals but word of the plan was about to leak,https://www.nytimes.com/2020/01/09/world/europe/duchess-sussex-prince.html
2020-01-09,4,business,"Under Pressure, Grubhub Changes Its Ordering System",responding to criticism that it was cutting into restaurant profits the fooddelivery giant said it was making a change to stop charging fees for calls that do not end with an order,https://www.nytimes.com/2020/01/09/business/grub-hub-changes-ordering-system.html
2020-01-09,3,arts,This Mortal Clay,faye driscoll performs the section of her piece space that explores murder death and mourning,https://www.nytimes.com/2020/01/09/arts/dance/faye-driscoll-space.html
2020-01-09,3,arts,16 Art Exhibitions to View in N.Y.C. This Weekend,our guide to new art shows and some that will be closing soon,https://www.nytimes.com/2020/01/09/arts/design/nyc-this-weekend-art-and-museums.html
2020-01-09,3,arts,4 Comedy Shows to Catch in N.Y.C. This Weekend,our guide to standup improv and variety shows happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/09/arts/nyc-this-weekend-comedy.html
2020-01-09,3,arts,7 Things to Do With Your Kids in N.Y.C. This Weekend,our guide to cultural events in new york city for children and teenagers happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/09/arts/nyc-this-weekend-childrens-events.html
2020-01-09,3,arts,"12 Pop, Rock and Jazz Concerts to Check Out in N.Y.C. This Weekend",our guide to pop and rock shows and the best of live jazz happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/09/arts/music/concerts-new-york.html
2020-01-09,3,arts,6 Classical Music Concerts to See in N.Y.C. This Weekend,our guide to the citys best classical music and opera happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/09/arts/music/concerts-new-york-classical.html
2020-01-09,3,arts,6 Dance Performances to See in N.Y.C. This Weekend,our guide to dance performances happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/09/arts/dance/nyc-this-weekend-dance.html
2020-01-09,4,business,"Hackers Cripple Airport Currency Exchanges, Seeking $6 Million Ransom",travelexs stores airport counters and exchange services were forced offline by a ransomware attack on new years eve,https://www.nytimes.com/2020/01/09/business/travelex-hack-ransomware.html
2020-01-09,3,arts,"Edd Byrnes, Who Combed His Way to TV Stardom, Dies at 86",he became one of televisions first teen idols as kookie the haircombing jivetalking youth on the hit series 77 sunset strip,https://www.nytimes.com/2020/01/09/arts/television/edd-byrnes-dead.html
2020-01-09,1,world,"The U.S., Iran and a No-Win Game",which country is ahead after almost two years of brinkmanship neither the evidence strongly suggests,https://www.nytimes.com/2020/01/09/world/middleeast/us-iran-conflict.html
2020-01-09,3,arts,How Much Watching Time Do You Have This Weekend?,its a great weekend for new literary adaptations one of jane austen another of stephen king also a heartfelt new documentary series,https://www.nytimes.com/2020/01/09/arts/television/outsider-sanditon-cheer-hbo-netflix.html
2020-01-09,0,opinion,Did Trump Do the Right Thing with Iran?,how people across the political spectrum are taking stock of his latest shock to the world order,https://www.nytimes.com/2020/01/09/opinion/trump-iran-suleimani.html
2020-01-09,5,sports,"Olympic Protest Rules: Tweets Are Fine, Kneeling Is Not",walking a fine line on politics and free expression the international olympic committee published guidelines for how competitors can make statements at the tokyo games,https://www.nytimes.com/2020/01/09/sports/olympics/olympics-protests-politics.html
2020-01-09,0,opinion,Australia Shows Us the Road to Hell,the political reaction is scarier than the fires,https://www.nytimes.com/2020/01/09/opinion/australia-fires.html
2020-01-09,1,world,Civilian Planes Shot Down: A Grim History,if a ukrainian passenger plane was shot down in iran on wednesday as american officials believe it would join a long list of civilian aircraft brought down by armed forces,https://www.nytimes.com/2020/01/09/world/middleeast/civilian-planes-shot-down.html
2020-01-09,4,business,Megyn Kelly Talks About Roger Ailes and ‘Bombshell’ in YouTube Video,the former fox news anchor has mostly ignored the movie in which she is played by charlize theron  until now,https://www.nytimes.com/2020/01/09/business/media/megyn-kelly-roger-ailes-bombshell.html
2020-01-09,5,sports,"Pete Dye, ‘Picasso’ of Golf Course Design, Is Dead at 94",his courses built for tournaments are hard tiger woods once said  but theres a good reason for everything,https://www.nytimes.com/2020/01/09/sports/golf/pete-dye-dead.html
2020-01-09,2,politics,Larry David’s Nightmare,he might be impersonating bernie sanders for a long time to come,https://www.nytimes.com/2020/01/09/us/politics/bernie-sanders-larry-david.html
2020-01-10,0,opinion,How China May Help Its Enemy Get Elected in Taiwan,president tsai can thank beijing for its stupidity if she stays in power,https://www.nytimes.com/2020/01/09/opinion/taiwan-election-china.html
2020-01-10,0,opinion,Trump Has Made Us All Stupid,the decline of discourse in the antitrump echo chamber,https://www.nytimes.com/2020/01/09/opinion/trump-iran-media.html
2020-01-10,0,opinion,John Kerry: Diplomacy Was Working Until Trump Abandoned It,the president put us on a path toward conflict and turmoil with iran,https://www.nytimes.com/2020/01/09/opinion/john-kerry-trump-iran.html
2020-01-10,2,politics,Twin Court Rulings Buoy Construction of Trump’s Border Wall,the decisions in texas and louisiana come as the administration has found itself behind schedule on the presidents promise to build 450 miles of border wall by 2021,https://www.nytimes.com/2020/01/09/us/politics/trump-border-wall.html
2020-01-10,2,politics,"At First Rally of Election Year, Trump Boasts About Strike on Iranian General",the president addressing supporters in ohio said that he had killed a bloodthirsty terror and slammed democrats for seeking to restrain his power to make war,https://www.nytimes.com/2020/01/09/us/politics/trump-rally-toledo-ohio.html
2020-01-10,0,opinion,Good for Meghan and Harry,the duke and duchess of sussex are right to blaze their own trail,https://www.nytimes.com/2020/01/09/opinion/markle-harry-royal-family.html
2020-01-10,1,world,Evidence That Plane Was Shot Down in Iran May Upset U.S.-Canada Relations,as evidence emerged that an iranian missile may have felled a jetliner causing the death of 63 canadians journalists pressed justin trudeau over whether president trump should bear any of the blame,https://www.nytimes.com/2020/01/09/world/canada/iran-plane-crash-ukraine.html
2020-01-10,2,politics,Impeachment Briefing: One Step Closer,speaker nancy pelosi signaled she could soon send articles of impeachment to the senate,https://www.nytimes.com/2020/01/09/us/politics/impeachment-briefing-one-step-closer.html
2020-01-10,2,politics,Tom Steyer Qualifies for Democratic Debate With Two Surprising Polls,mr steyer will join five other candidates onstage on tuesday after registering doubledigit support in nevada and south carolina,https://www.nytimes.com/2020/01/09/us/politics/tom-steyer-democratic-debate.html
2020-01-10,2,politics,Kushner’s Global Role Shrinks as He Tackles Another: The 2020 Election,ivanka trumps husband will now supervise her fathers reelection campaign but he continues to weigh in with advice to the president on a range of other matters,https://www.nytimes.com/2020/01/09/us/politics/jared-kushner-trump-campaign.html
2020-01-10,4,business,Boeing Employees Mocked F.A.A. and ‘Clowns’ Who Designed 737 Max,the company expressed regret at the embarrassing communications it sent to investigators on thursday which included a comment that this airplane is designed by clowns who are in turn supervised by monkeys,https://www.nytimes.com/2020/01/09/business/boeing-737-messages.html
2020-01-10,0,opinion,"‘The Good Place’ Asks, Are You the Worst Thing You’ve Ever Done?",in the latest episode there is a critique of the prison system amid the laughs,https://www.nytimes.com/2020/01/09/opinion/good-place-season-4.html
2020-01-10,1,world,Fires Threaten Australian Towns That Have Already Burned Once,the relentlessness of the blazes is increasingly pushing australia beyond crisis mode into anger and fatigue,https://www.nytimes.com/2020/01/09/world/australia/fires.html
2020-01-10,1,world,What to Read on Australia’s Bushfire Crisis,our reporters have been on the ground documenting the disaster as it unfolded whether interviewing evacuees or following firefighters,https://www.nytimes.com/2020/01/10/world/australia/bushfire.html
2020-01-10,3,arts,What’s on TV Friday: ‘Lincoln Rhyme’ and ‘AJ and the Queen’,a thriller series based on a jeffery deaver novel debuts on nbc and rupaul stars in a new netflix comedy series,https://www.nytimes.com/2020/01/10/arts/television/whats-on-tv-friday-lincoln-rhyme-and-aj-and-the-queen.html
2020-01-10,0,opinion,Boris Johnson Might Break Up the U.K. That’s a Good Thing.,its time to let the fantasy of the british nation die,https://www.nytimes.com/2020/01/10/opinion/brexit-scotland-northern-ireland.html
2020-01-10,3,arts,"Trump and Iran: ‘Worst Throwback Thursday Ever,’ Stephen Colbert Says",george w bush respected us enough to put some effort into his lies remember colbert said comparing the iran crisis to the 2003 iraq invasion,https://www.nytimes.com/2020/01/10/arts/television/stephen-colbert-trump-iran-late-night.html
2020-01-10,5,sports,"With the Nets in Limbo, Caris LeVert Returns Right on Time",the nbas injury bug has affected the nets as much as any team but levert is finally healthy and ready to help his teammates right the ship,https://www.nytimes.com/2020/01/10/sports/nets-injuries-caris-levert.html
2020-01-10,5,sports,Alabama Cemented L.S.U. as a Betting Superteam,oddsmakers predict louisiana state will easily beat clemson in colleges national title game they acknowledge some of that is based on public pressure rather than hard data,https://www.nytimes.com/2020/01/10/sports/ncaafootball/lsu-clemson-betting-line.html
2020-01-10,2,politics,‘Chaos Is the Point’: Russian Hackers and Trolls Grow Stealthier in 2020,while us cyberdefenses have improved since 2016 many of the vulnerabilities exploited four years ago remain and attacks are getting more sophisticated,https://www.nytimes.com/2020/01/10/us/politics/russia-hacking-disinformation-election.html
2020-01-10,1,world,"In Plane Crash, a Day of Blame: Ukraine Weighs In and Iran Mulls Announcement",ukraines main intelligence agency said it had narrowed down the possible causes of the crash to a missile strike or a terrorist act and iran may announce its own findings,https://www.nytimes.com/2020/01/10/world/middleeast/iran-ukraine-plane-crash.html
2020-01-10,0,opinion,Why Do People Believe in Hell?,the idea of eternal damnation is neither biblically philosophically nor morally justified but for many it retains a psychological allure,https://www.nytimes.com/2020/01/10/opinion/sunday/christianity-religion-hell-bible.html
2020-01-10,0,opinion,How to Stop Freaking Out and Tackle Climate Change,heres a fivestep plan to deal with the stress and become part of the solution,https://www.nytimes.com/2020/01/10/opinion/sunday/how-to-help-climate-change.html
2020-01-10,3,arts,He Left a Museum After Women Complained; His Next Job Was Bigger,a philadelphia museum of art boss who quietly resigned now directs the erie art museum where a woman also objected to his conduct,https://www.nytimes.com/2020/01/10/arts/design/joshua-helmer-philadelphia-museum-art-erie-art-museum.html
2020-01-10,0,opinion,The Gig Economy Is Coming for Your Job,fulltime union hotel workers are watching appbased services replace them whos next,https://www.nytimes.com/2020/01/10/opinion/sunday/gig-economy-unemployment-automation.html
2020-01-10,2,politics,Elizabeth Warren Opens a New Front in Disability Policy,as they craft their disability rights plans the 2020 candidates are consulting the people they would affect this is how policy should be made one advocate said,https://www.nytimes.com/2020/01/10/us/politics/elizabeth-warren-disability-plan.html
2020-01-10,4,business,Hollywood Assistants Are Fed Up and No Longer Afraid to Say So,emboldened by metoo entrylevel workers in the entertainment industry have banded together for more money and better behavior from their bosses,https://www.nytimes.com/2020/01/10/business/metoo-hollywood-assistants.html
2020-01-10,0,opinion,Latino Voters Will Decide the 2020 Election,the democratic candidates need to stop making excuses and avoid obamas mistakes the hispanic population is much more than an electoral fad,https://www.nytimes.com/2020/01/10/opinion/latinos-2020.html
2020-01-10,4,business,"After a Decade of Hiring, Plenty of Jobs but Raises Are Tiny",the labor departments monthly jobs report suggests that the economy ended 2019 on a steady footing,https://www.nytimes.com/2020/01/10/business/economy/december-jobs-report.html
2020-01-10,0,opinion,I Went Back Through My Old Emails. It Was Glorious.,for years i allowed my email to pile up a trip down the rabbit hole was surprisingly emotional,https://www.nytimes.com/2020/01/10/opinion/sunday/gmail-inbox-storage-full.html
2020-01-10,0,opinion,Will We Ever Figure Out How to Talk to Boys About Sex?,teenagers and young men still dont have the right vocabulary can we help them get there,https://www.nytimes.com/2020/01/10/opinion/sunday/boys-sex.html
2020-01-10,0,opinion,Argentina Needs Help. Trump Is the Answer.,submitting to washingtons pressure is no minor affair in latin america but president alberto fernández would do well to put evo morales and nicolás maduro behind him,https://www.nytimes.com/2020/01/10/opinion/argentina-fernandez-trump.html
2020-01-10,1,world,"Defying the Rabbis, Tel Aviv Rolls Out Sabbath Bus Service",ultraconservative orthodox groups may protest but for many israelis the buses offer a new freedom to travel on the weekend,https://www.nytimes.com/2020/01/10/world/middleeast/sabbath-buses-israel-tel-aviv.html
2020-01-10,5,sports,Why Home Field Advantage Is Not What It Used to Be,the home team doesnt have the guaranteed lock it used to have a number of factors are at play,https://www.nytimes.com/2020/01/10/sports/football/road-team-advantage.html
2020-01-10,0,opinion,The Case for Killing Qassim Suleimani,the strike was justified and legally sound,https://www.nytimes.com/2020/01/10/opinion/soleimani-iran-tom-cotton.html
2020-01-10,3,arts,Budget Blowouts and Delays Blight Germany’s Major Arts Projects,a renovation of colognes opera house is running eight years late and cost estimates have doubled its just one in a long list of public works gone wrong in the country,https://www.nytimes.com/2020/01/10/arts/music/cologne-opera-house-delay-cost.html
2020-01-10,4,business,‘This Airplane Is Designed by Clowns’,boeing released more than 100 pages of internal messages about the 737 max to congress it didnt make for comfortable reading,https://www.nytimes.com/2020/01/10/business/dealbook/boeing-737-max.html
2020-01-10,1,world,"Behind Campus Attack in India, Some See a Far-Right Agenda",hindu nationalists view jawaharlal nehru university where a mob rampaged last weekend as a symbol of everything that is bad in this country one analyst said,https://www.nytimes.com/2020/01/10/world/asia/india-jawaharlal-nehru-university-attack.html
2020-01-10,2,politics,Iowa Is at the Center of the Political Storm,candidates the news media and voters turn the state into a stage to audition the next president,https://www.nytimes.com/2020/01/10/us/politics/iowa-2020-election.html
2020-01-10,1,world,"U.S. Says It Won’t Discuss Withdrawing Troops From Iraq, Defying Baghdad’s Request",prime minister adel abdul mahdi said he had asked secretary of state mike pompeo to send a delegation to baghdad to prepare for the withdrawal of american troops,https://www.nytimes.com/2020/01/10/world/middleeast/us-troops.html
2020-01-10,4,business,"BBC Underpaid Female TV Host, Tribunal Rules",samira ahmed sued the british public broadcaster for back pay after she learned that a male colleague doing similar work was paid more than six times as much,https://www.nytimes.com/2020/01/10/business/bbc-samira-ahmed-decision.html
2020-01-10,5,sports,N.F.L. Playoff Predictions: Our Picks for the Divisional Round,lamar jackson is back the 49ers are healthy the chiefs have built a surprising defense and the packers are more than aaron rodgers,https://www.nytimes.com/2020/01/10/sports/football/nfl-playoffs-divisional-picks.html
2020-01-10,3,arts,Broadway Playwright as High Line Curator,jeremy o harris will combine disciplines in a summer festival,https://www.nytimes.com/2020/01/10/arts/design/jeremy-o-harris-high-line.html
2020-01-10,0,opinion,Everyone Knows Memory Fails as You Age. But Everyone Is Wrong.,even 20yearolds forget the simplest things,https://www.nytimes.com/2020/01/10/opinion/sunday/age-memory.html
2020-01-10,3,arts,Where to Go After ‘Mad Men’? A Canadian Dramedy,our tv critic takes up readers burning questions about what to watch,https://www.nytimes.com/2020/01/10/arts/television/mad-men-slings-arrows.html
2020-01-10,3,arts,Ilana Glazer Is Moved by ‘Slave Play’ and Chanel Miller,the comedian who recently released her first standup special the planet is burning shares the things she cant live without,https://www.nytimes.com/2020/01/10/arts/television/ilana-glazer-favorites.html
2020-01-10,3,arts,Hudson Yards Promised a Park. They Didn’t Mention the Giant Wall.,for phase two the developer imagines a 700footlong structure overshadowing the high line the last thing new yorkers need is a wall a state senator said,https://www.nytimes.com/2020/01/10/arts/design/hudson-yards-expansion.html
2020-01-10,1,world,"In Poland, a Stubborn Defender of Judicial Independence",judge igor tuleya has faced threats fake anthrax attacks and denunciations in the rightwing news media as he fights the governments campaign to control the courts,https://www.nytimes.com/2020/01/10/world/europe/poland-judges-tuleya.html
2020-01-10,2,politics,He Was Cruising in a G.O.P. Primary. Then Trump Endorsed an Ex-Democrat.,david richter had been the frontrunner in his house primary in new jersey that changed when the democratic incumbent announced he was becoming a republican with the presidents support,https://www.nytimes.com/2020/01/10/us/politics/david-richter-jeff-van-drew-trump-nj.html
2020-01-10,2,politics,How the Public Feels About Trump’s Iran Strategy,polls have shown that americans think war with iran is more likely than it was before president trump took office,https://www.nytimes.com/2020/01/10/us/politics/trump-iran-polls.html
2020-01-10,0,opinion,Trump’s Weakening of Environmental Rules Would Leave the Public in the Dark,his proposal would threaten scrutiny of big projects that could put communities and the environment at risk,https://www.nytimes.com/2020/01/10/opinion/trump-environment.html
2020-01-10,3,arts,"24 Years Later, Roberto Alagna Steps Back Into ‘Bohème’ at the Met",the star tenor now 56 returns to the boyish role of his breathlessly hyped 1996 debut,https://www.nytimes.com/2020/01/10/arts/music/roberto-alagna-boheme-met-opera.html
2020-01-10,3,arts,"Justin Bieber’s Flavorless Pivot to R&B, and 10 More New Songs",hear tracks by alicia keys mac miller michael stipe and others,https://www.nytimes.com/2020/01/10/arts/music/playlist-justin-bieber-mac-miller.html
2020-01-10,2,politics,Pelosi Alerts House to Be Ready to Send Impeachment Articles Next Week,in a letter to lawmakers ms pelosi moved to end an impasse paving the way for the third presidential impeachment trial in history to begin as soon as wednesday,https://www.nytimes.com/2020/01/10/us/politics/trump-impeachment-pelosi.html
2020-01-10,3,arts,Cecilia Alemani Named Curator of Next Venice Biennale,the curator of the high line will be the first italian woman to organize the show,https://www.nytimes.com/2020/01/10/arts/design/venice-biennale-cecilia-alemani.html
2020-01-10,4,business,Boeing 737 Max Supplier Cuts Jobs as Fallout From Grounding Spreads,spirit aerosystems which supplies the fuselage for the 737 max said the layoffs were due to uncertainty around when production will resume,https://www.nytimes.com/2020/01/10/business/spirit-aerosystems-layoffs.html
2020-01-10,1,world,"Pompeo Imposes Sanctions on Iran, Sticking to Assertion That U.S. Faced Imminent Threat",as the administration imposed new sanctions on tehran the secretary of state provided no specific evidence that the killing of maj gen qassim suleimani was justified by an immediate threat,https://www.nytimes.com/2020/01/10/world/middleeast/trump-pompeo-iran-sanctions.html
2020-01-10,2,politics,Marianne Williamson Drops Out of 2020 Race,ms williamson a selfhelp author and spiritual adviser who ran for president had viral debate moments but drew fire for her comments on science and medicine,https://www.nytimes.com/2020/01/10/us/politics/marianne-williamson-drops-out.html
2020-01-10,1,world,"Marian Finucane, 69, Dies; Influential Voice in Irish Radio",she took on sensitive subjects like homosexuality and contraception in a society dominated at the time by restrictive roman catholic teachings,https://www.nytimes.com/2020/01/10/world/europe/marian-finucane-dead.html
2020-01-10,0,opinion,The Downed Ukrainian Airliner: Assessing Blame,readers hold president trump responsible for the 176 deaths along with the iranians,https://www.nytimes.com/2020/01/10/opinion/letters/us-iran-plane.html
2020-01-10,3,arts,Britain Moves to Regulate Its Art Trade. Bring Your ID.,new legislation to combat money laundering and terrorism financing will require dealers and auctioneers to establish the identity of buyers and sellers,https://www.nytimes.com/2020/01/10/arts/design/uk-art-money-laundering.html
2020-01-10,2,politics,Why Pete Buttigieg Has Made Religion Central to His Campaign,the former mayor is not only trying to bridge ground within the democratic party hes also making a direct appeal to disaffected conservatives who cannot stomach president trump,https://www.nytimes.com/2020/01/10/us/politics/pete-buttigieg-religion-2020.html
2020-01-10,4,business,"Harold Burson, a Giant in Public Relations, Dies at 98",his skills were called upon in a tylenoltampering case and a devastating gas leak in india in 1999 he was named the centurys most influential pr figure,https://www.nytimes.com/2020/01/10/business/media/harold-burson-dead.html
2020-01-10,3,arts,Review: The Philharmonic and a Conductor Get Reacquainted,daniel harding last led the orchestra in 2011 and returned this week for works by grieg and strauss,https://www.nytimes.com/2020/01/10/arts/music/daniel-harding-philharmonic-review.html
2020-01-10,3,arts,Review: ‘The Outsider’ Takes a Stephen King Novel and Makes It Darker,the mysteryhorror hybrid gets a stylish and extremely moody adaptation from hbo and richard price,https://www.nytimes.com/2020/01/10/arts/television/the-outsider-stephen-king-review.html
2020-01-10,1,world,Buckingham Palace in Emergency Session to Resolve Harry and Meghan Crisis,everyone involved wants a quick resolution but they have to be wary of setting precedents that could harm the monarchy,https://www.nytimes.com/2020/01/10/world/europe/queen-elizabeth-harry-meghan.html
2020-01-10,4,business,"Jeffrey Epstein Gave $850,000 to M.I.T., and Administrators Knew",the university investigated its history with mr epstein after joichi ito the face of its prominent media lab program acknowledged receiving money from the convicted sex offender,https://www.nytimes.com/2020/01/10/business/mit-jeffrey-epstein-joi-ito.html
2020-01-10,5,sports,"The Lion in Twilight: Zlatan Ibrahimovic, Perception and Reality",the striker blended worldclass talent with cartoonish charm for a decade but as he returns to milan the schtick is wearing thin,https://www.nytimes.com/2020/01/10/sports/soccer/zlatan-ibrahimovic-liverpool-spurs.html
2020-01-10,5,sports,How Dabo Swinney Turned Clemson Into a Football Juggernaut,clemson can win a third national title in four seasons by beating lsu but swinney has been winning over players fans and boosters since his first day,https://www.nytimes.com/2020/01/10/sports/dabo-swinney-clemson-cfp.html
2020-01-10,2,politics,Doug Collins Apologizes for Claiming Democrats Are ‘In Love With Terrorists’,mr collins walked back his statement made wednesday amid a fiery debate over congresss role in matters of war and peace,https://www.nytimes.com/2020/01/10/us/politics/doug-collins-apology.html
2020-01-10,1,world,"In Rare Mexico School Shooting, Student Kills a Teacher and Wounds Others",the governor said the 11yearold boy may have been influenced by a violent video game,https://www.nytimes.com/2020/01/10/world/americas/mexico-school-shooting.html
2020-01-10,4,business,New York Reaches Settlement With Rent-to-Own Home Seller,the agreement with vision property management would require the company to provide clean titles to 58 renters in the state,https://www.nytimes.com/2020/01/10/business/rent-to-own-vision-property-management.html
2020-01-10,1,world,U.S. Unsuccessfully Tried Killing a Second Iranian Military Official,a failed airstrike in yemen was aimed at abdul reza shahlai an official with irans quds force and an organizer of financing for regional militias supported by iran,https://www.nytimes.com/2020/01/10/world/middleeast/trump-iran-yemen.html
2020-01-10,1,world,Bomb Blast Claimed by ISIS Kills at Least 15 in Pakistan Mosque Used by Taliban,the bomb which tore through friday evening prayers at a mosque in quetta pakistan also injured at least 18 more with many in critical condition,https://www.nytimes.com/2020/01/10/world/asia/pakistan-mosque-bombing-isis-taliban.html
2020-01-10,2,politics,Bernie Sanders Leads Tight Race in New Iowa Poll,mr sanders edged out his competitors in the des moines registercnn poll released on friday the first significant survey from iowa in nearly two months,https://www.nytimes.com/2020/01/10/us/politics/des-moines-register-poll.html
2020-01-10,4,business,"Taco Bell to Test Paying Managers $100,000 a Year",current manager salaries for the restaurant range from 50000 to 80000 the company said while one retail analyst said raising pay is a necessary move in the current labor market,https://www.nytimes.com/2020/01/10/business/taco-bell-manager-salary.html
2020-01-10,1,world,Trump Says 4 Embassies Had Been Targeted by Iranians,the president also asserted that he did not believe american citizens had a right to more details on the intelligence that prompted the killing of an iranian general,https://www.nytimes.com/2020/01/10/world/middleeast/trump-iran-embassy-attacks.html
2020-01-10,1,world,Black Britons Wonder What Took Harry and Meghan so Long,thank god they are free one londoner said all of this is about her race i know it because as a caribbean woman who did not grow up here i have experienced it myself,https://www.nytimes.com/2020/01/10/world/europe/harry-meghan-markle-racism.html
2020-01-10,3,arts,"Neil Peart, Drummer and Lyricist for Rush, Dies at 67",his drumming was at once intricate and explosive expanding rushs powertrio dynamics his lyrics transformed the bands songs into elaborate suites,https://www.nytimes.com/2020/01/10/arts/music/neil-peart-dead.html
2020-01-10,0,opinion,"Harry and Meghan, Going Their Own Way",one reader cheers good for them another calls them hyperprivileged some are dismayed by the extensive media coverage,https://www.nytimes.com/2020/01/10/opinion/letters/royals-harry-meghan-markle.html
2020-01-10,1,world,What to Know About Taiwan’s Presidential Election,president tsai ingwens prospects in the vote saturday have been buoyed by a stronger economy and her promises to stand up to china,https://www.nytimes.com/2020/01/10/world/asia/taiwan-election.html
2020-01-10,1,world,Northern Ireland Breaks a Three-Year Political Stalemate,the pressure of an impending brexit pushed the warring parties into a deal that restores the power sharing government but can they work together effectively,https://www.nytimes.com/2020/01/10/world/europe/northern-ireland-stormont-stalemate.html
2020-01-10,4,business,Fired Boeing C.E.O. Muilenburg Will Get More Than $60 Million,dennis a muilenburg who was ousted last month forfeited stock awards worth some 146 million but he is still contractually entitled to receive other benefits,https://www.nytimes.com/2020/01/10/business/boeing-dennis-muilenburg-severance.html
