date,url,headline,articles,doc_type,material_type,section,keywords,label
2020-01-08,https://www.nytimes.com/2020/01/08/world/europe/brexit-united-kingdom.html,And You Thought Brexit Was Tough …,Britain and the European Union now face the all-but-impossible task of drawing up a comprehensive trade deal in a year’s time.,article,News,,['Great Britain Withdrawal from EU (Brexit)'],world
2020-01-08,https://www.nytimes.com/2020/01/08/books/review-franchise-golden-arches-black-america-marcia-chatelain.html,The Surprising History of McDonald’s and the Civil Rights Movement,Marcia Chatelain’s “Franchise” is about the history of the increasingly intricate ties between the fast-food behemoth and black communities.,article,Review,,"['Books and Literature', 'Fast Food Industry', 'Black People', 'Blacks', 'Civil Rights Movement (1954-68)', 'Corporate Social Responsibility']",books
2020-01-08,https://www.nytimes.com/2020/01/08/t-magazine/paris-apartment-rodolphe-parente.html,"In Paris, an Apartment Where Picassos Meet 17th-Century Antiques","The designer Rodolphe Parente is a master of mixing unexpected textures and eras, as his latest project proves.",article,News,,"['ARCHITECTURE', 'Interior Design and Furnishings', 'Art', 'Furniture', 'Design']",t-magazine
2020-01-08,https://www.nytimes.com/2020/01/08/opinion/elizabeth-wurtzel.html,Elizabeth Wurtzel Was a Great Writer and a Better Friend,"Before we met, she was my idol. Once we became close, Lizzie enriched my work and life in new ways.",article,Op-Ed,,['Writing and Writers'],opinion
2020-01-08,https://www.nytimes.com/2020/01/08/opinion/letters/us-iran-trump.html,"An Attack by Iran, Then an Easing of Tensions",Writers discuss the attack on American air bases and the speech by President Trump.,article,Letter,,"['Assassinations and Attempted Assassinations', 'Targeted Killings', 'United States Politics and Government']",opinion
2020-01-08,https://www.nytimes.com/2020/01/08/opinion/letters/mental-illness.html,Don’t Blame Mental Illness,A psychiatrist is troubled by statements in an Op-Ed article linking anti-Semitic violence to mental health problems. Also: Progress on public schools; tips for the hard of hearing.,article,Letter,,"['Education (K-12)', 'Mental Health and Disorders', 'Psychiatry and Psychiatrists', 'Ears and Hearing', 'ANTI-SEMITISM']",opinion
2020-01-08,https://www.nytimes.com/2020/01/08/opinion/iran-missile-attack-us.html,Iran Lets Trump Avoid a War,But that doesn’t mean we should expect peace.,article,Op-Ed,,"['United States International Relations', 'United States Defense and Military Forces', 'Terrorism', 'Assassinations and Attempted Assassinations']",opinion
2020-01-08,https://www.nytimes.com/2020/01/08/theater/adela-holzer-dead.html,"Adela Holzer, Whose Fall From Grace Was Theatrical, Is Dead",She went from being “Broadway’s hottest producer” to “one of the cleverest and most successful white-collar criminals in the history of this state.”,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Theater', 'Frauds and Swindling', 'Ponzi and Pyramid Schemes']",theater
2020-01-08,https://www.nytimes.com/2020/01/08/technology/peter-kirstein-dead.html,"Peter Kirstein, Father of the European Internet, Is Dead at 86",He was crucial to the spread of the protocols that underpin today’s internet (and gave Queen Elizabeth her own email address).,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Computers and the Internet']",technology
2020-01-08,https://www.nytimes.com/2020/01/08/climate/nyt-climate-newsletter-forests.html,One Thing You Can Do: Help to Preserve Forests,"Also this week, wildfires in Australia",article,News,,"['Global Warming', 'Paper and Pulp', 'Recycling of Waste Materials', 'Wildfires']",climate
2020-01-08,https://www.nytimes.com/interactive/2020/travel/places-to-visit.html,52 Places to Go in 2020,"We picked destinations to inspire you, delight you and motivate you to explore the world.",multimedia,Interactive Feature,,['Travel and Vacations'],travel
2020-01-08,https://www.nytimes.com/2020/01/08/business/economy-recession-economists.html,The Economy Is Expanding. Why Are Economists So Glum?,"At an annual gathering of the profession, researchers presented evidence and talks that amounted to warnings on the state of the record-long expansion.",article,News,,"['United States Economy', 'Recession and Depression', 'Federal Taxes (US)', 'International Trade and World Market', 'Taxation', 'Interest Rates', 'National Debt (US)', 'Banking and Financial Institutions', 'Inflation (Economics)', 'Wages and Salaries', 'Economic Conditions and Trends', 'Unemployment', 'Immigration and Emigration', 'Economics (Theory and Philosophy)']",business
2020-01-08,https://www.nytimes.com/2020/01/08/us/politics/nancy-pelosi-trump-iran.html,Pelosi Announces Vote to Limit Trump’s War-Making Power Against Iran,The House is expected to vote on Thursday on a resolution to force the president to halt any military action against Iran unless Congress authorizes it.,article,News,,"['United States Politics and Government', 'War and Emergency Powers (US)', 'War Powers Act (1973)']",politics
2020-01-08,https://www.nytimes.com/2020/01/08/obituaries/margaret-mcfarland-overlooked.html,"Overlooked No More: Margaret McFarland, Mentor to Mister Rogers","Behind the scenes of “Mister Rogers’ Neighborhood,” McFarland, a child psychologist, helped shape the groundbreaking show.",article,Obituary (Obit),,"['Children and Childhood', 'Psychology and Psychologists', 'Biographical Information', 'Television']",obituaries
2020-01-08,https://www.nytimes.com/2020/01/08/books/romance-writers-conference-publishers.html,"Publishers, Citing Diversity Concerns, Withdraw From Romance Conference","“We at Harlequin believe it is important that all authors feel included, respected and heard,” the publisher said in a letter to the R.W.A., which faces criticism for its handling of a racism dispute.",article,News,,"['Books and Literature', 'Book Trade and Publishing', 'Writing and Writers', 'Discrimination']",books
2020-01-08,https://www.nytimes.com/2020/01/08/briefing/iran-ukrainian-airlines-crash-royal-family.html,"Iran, Ukrainian Airline Crash, Carlos Ghosn: Your Thursday Briefing",Here’s what you need to know.,article,briefing,,[],briefing
2020-01-08,https://www.nytimes.com/2020/01/08/movies/earth-review.html,‘Earth’ Review: Humanity Is Digging Its Own Grave,"In this sobering documentary, Nikolaus Geyrhalter looks at how humans are changing the planet one backhoe at a time.",article,Review,,"['Documentary Films and Programs', 'Earth']",movies
2020-01-08,https://www.nytimes.com/2020/01/08/arts/television/sanditon-jane-austen-pbs.html,PBS’s Sexy ‘Sanditon’ Finishes What Jane Austen Started,"The “Masterpiece” series, based on Austen’s uncompleted final novel, features many of the author’s hallmarks, plus skinny-dipping.",article,News,,"['Television', 'Books and Literature']",arts
2020-01-08,https://www.nytimes.com/2020/01/08/health/camden-coalition-chronic-illness.html,These Patients Are Hard to Treat,"A study examined a popular approach that coordinated care for the most expensive patients, and found that the project did not reduce hospital admissions.",article,News,,"['Health Insurance and Managed Care', 'Hospitals', 'Homeless Persons', 'Drug Abuse and Traffic', 'Addiction (Psychology)', 'Research', 'your-feed-healthcare']",health
2020-01-08,https://www.nytimes.com/2020/01/08/upshot/major-study-health-waste.html,Disappointing Results of Major Study Point to Better Ways to Cut Health Care Waste,A program that focused on the patients who needed the most care didn’t keep them from landing back in the hospital.,article,News,,"['Preventive Medicine', 'Health Insurance and Managed Care', 'Hospitals', 'Medicine and Health']",upshot
2020-01-08,https://www.nytimes.com/2020/01/08/opinion/trump-iran-attack.html,"Did Trump and Iran Just Bury the Hatchet, or the Future?",They can each claim some victory. But what did they win?,article,Op-Ed,,"['Defense and Military Forces', 'Politics and Government', 'United States International Relations', 'Nuclear Weapons', 'Targeted Killings', 'Embargoes and Sanctions', 'United States Defense and Military Forces']",opinion
2020-01-08,https://www.nytimes.com/2020/01/08/style/modern-love-podcast-jenny-slate.html,Modern Love Podcast: Jenny Slate Reads ‘Need to Find Me? Ask My Ham Man’,The actress and comedian reads an essay about community found through food.,article,News,,"['Love (Emotion)', 'Books and Literature', 'Comedy and Humor', 'Podcasts']",style
2020-01-08,https://www.nytimes.com/2020/01/08/business/michael-bloomberg-jobs-plan.html,Michael Bloomberg’s Jobs Plan Is Focused on Place Over Class,The wealthy former mayor of New York is emphasizing geographic inequality in his bid for the White House.,article,News,,"['Presidential Election of 2020', 'United States Economy', 'Income Inequality', 'Economic Conditions and Trends', 'Labor and Jobs', 'Income Tax', 'High Net Worth Individuals']",business
2020-01-08,https://www.nytimes.com/2020/01/08/business/media/teen-vogue-facebook.html,The Mystery of Teen Vogue’s Disappearing Facebook Article,The online magazine deleted a glowing story about Facebook after questions were raised about whether it was an ad.,article,News,,"['Online Advertising', 'Political Advertising', 'Rumors and Misinformation', 'Social Media', 'Magazines', 'Presidential Election of 2020', 'United States Politics and Government', 'Fashion and Apparel']",business
2020-01-08,https://www.nytimes.com/interactive/2020/01/08/books/new-books-international.html,Globetrotting,"Your sneak preview of books coming out in 2020 from around the world, updated each season.",multimedia,Interactive Feature,,['Presidential Election of 2020'],books
2020-01-08,https://www.nytimes.com/2020/01/08/nyregion/harvey-weinstein-trial-jury-selection.html,"Facing Weinstein, Scores of Potential Jurors Say They Can’t be Fair","Many potential jurors in his rape case want to be excused, saying their knowledge of the accusations could affect their judgment.",article,News,,"['Sex Crimes', '#MeToo Movement', 'News and News Media']",nyregion
2020-01-08,https://www.nytimes.com/2020/01/08/health/christian-health-insurance-subpoena.html,New York State Investigates Christian Health Cost-Sharing Affiliate,Subpoenas have been issued to a company that solicits memberships for a health insurance alternative that offers no guarantees for covering medical bills.,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Regulation and Deregulation of Industry', 'your-feed-healthcare']",health
2020-01-08,https://www.nytimes.com/2020/01/08/briefing/iran-puerto-rico-british-royals.html,"Iran, Puerto Rico, British Royals: Your Wednesday Evening Briefing",Here’s what you need to know at the end of the day.,article,briefing,,[],briefing
2020-01-08,https://www.nytimes.com/2020/01/08/opinion/trump-iran-war.html,Trump Has a Bizarre Idea of Winning,Let’s tally up the results of his efforts with Iran.,article,Op-Ed,,"['Nuclear Weapons', 'Targeted Killings', 'United States International Relations', 'United States Defense and Military Forces', 'Terrorism']",opinion
2020-01-08,https://www.nytimes.com/2020/01/08/us/politics/trump-fact-check.html,Trump’s Inaccurate Statements About the Conflict With Iran,"In his address from the White House, the president was misleading in describing the nuclear deal negotiated by the Obama administration.",article,News,,"['United States International Relations', 'Nuclear Weapons', 'Defense and Military Forces', 'United States Politics and Government']",politics
2020-01-08,https://www.nytimes.com/2020/01/08/us/ruth-bader-ginsburg-health.html,Ruth Bader Ginsburg Says She No Longer Has Pancreatic Cancer,"Justice Ginsburg, 86, underwent treatment for a malignant tumor that was discovered after a blood test in July.",article,News,,"['Pancreatic Cancer', 'Courts and the Judiciary']",us
2020-01-08,https://www.nytimes.com/2020/01/08/movies/moma-film-festival.html,This Festival Could Alter Your Sense of Film History,"To Save and Project, the annual MoMA series, unearths forgotten work by Australian women, a French auteur and even George A. Romero.",article,News,,"['Movies', 'Restoration and Renovation']",movies
2020-01-09,https://www.nytimes.com/2020/01/08/world/middleeast/irans-weapons-military.html,"Its Missiles Did Little Damage, but Iran Has More Potent Weapons","Drones, militants and hackers: Iran has an array of stealthier and more effective options if hostilities escalate.",article,News,,"['United States International Relations', 'Cyberwarfare and Defense', 'United States Defense and Military Forces', 'Missiles and Missile Defense Systems', 'Defense and Military Forces']",world
2020-01-09,https://www.nytimes.com/2020/01/08/opinion/mitch-mcconnell-trump.html,President Mitch McConnell,He’s in charge of everything but shooting at Iran.,article,Op-Ed,,['United States Politics and Government'],opinion
2020-01-09,https://www.nytimes.com/2020/01/08/us/politics/trump-iran-republicans.html,The Trump Doctrine Tests the G.O.P.,"So far, the president has offered something for both hawks and isolationists. Will that last?",article,News,,"['United States Politics and Government', 'Presidential Election of 2020']",politics
2020-01-09,https://www.nytimes.com/2020/01/08/nyregion/mta-pulls-subway-cars.html,Subway Pulls 300 Cars Over Fears Doors Would Open Between Stops,"The removal of the cars, which were used on the A, C, J and Z lines, is a setback to efforts to modernize New York’s system.",article,News,,"['Subways', 'Restoration and Renovation', 'Transit Systems']",nyregion
2020-01-09,https://www.nytimes.com/2020/01/08/us/politics/mitch-mcconnell-impeachment-power.html,Impeachment Briefing: Mitch McConnell’s Trial,The move to the Senate means that the majority leader is once again the power broker of Washington’s central drama.,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry'],politics
2020-01-09,https://www.nytimes.com/2020/01/08/business/carlos-ghosn-interview.html,Carlos Ghosn Defends His Legacy,"“Nobody’s going to take it from me,” said the fugitive former auto mogul, a symbol of globalism under pressure.",article,News,,"['Fugitives', 'Automobiles', 'Securities and Commodities Violations']",business
2020-01-09,https://www.nytimes.com/2020/01/08/opinion/trump-iran.html,"The American-Iranian Psychosis, Next Chapter",The mullahs are cold calculators.,article,Op-Ed,,"['United States International Relations', 'Nuclear Weapons']",opinion
2020-01-09,https://www.nytimes.com/2020/01/08/opinion/medicare-for-all-democrats.html,Can We Please Stop Fighting About ‘Medicare for All’?,One policy proposal has defined this Democratic race. It’s time to move on.,article,Editorial,,"['Health Insurance and Managed Care', 'Debates (Political)', 'Medicare', 'United States Politics and Government', 'Primaries and Caucuses', 'Presidential Election of 2020']",opinion
2020-01-09,https://www.nytimes.com/2020/01/08/world/middleeast/iranians-retaliation.html,"In Iran, Rejoicing Over Retaliation, then Relief at No U.S. Counterstrike","Many Iranians expressed support for the missile attack on American bases in Iraq, then spent a restless night waiting for a military response from Washington that never came.",article,News,,"['United States International Relations', 'United States Defense and Military Forces']",world
2020-01-09,https://www.nytimes.com/2020/01/08/us/operation-fast-furious-brian-terry-death.html,Man Sentenced to Life in Prison for Killing Border Patrol Agent,"The 2010 murder of the agent, Brian Terry, 40, revealed the botched gun-smuggling investigation known as Operation Fast and Furious.",article,News,,"['Smuggling', 'Murders, Attempted Murders and Homicides']",us
2020-01-09,https://www.nytimes.com/2020/01/08/opinion/carlos-ghosn-escape-japan.html,"Carlos Ghosn, Victim or Villain?","The fugitive auto executive, who has turned up in Beirut, said he fled Japan to avoid a cooked-up case against him.",article,Editorial,,"['Automobiles', 'Fugitives', 'Securities and Commodities Violations']",opinion
2020-01-09,https://www.nytimes.com/2020/01/08/us/measles-vaccination-washington.html,"After a Measles Scare, Seattle Cracks Down on Vaccine Compliance","At a time when states and school districts are trying to increase vaccination rates, an aggressive strategy in Seattle appears to be paying off.",article,News,,"['Vaccination and Immunization', 'Measles', 'Education (K-12)']",us
2020-01-09,https://www.nytimes.com/2020/01/08/world/middleeast/trump-iran-nuclear-sanctions.html,Trump’s Iran Strategy: A Cease-Fire Wrapped in a Strategic Muddle,Mr. Trump has yet to resolve the two conflicting instincts on national security that emerge from his speeches and his Twitter feed: bellicosity and disengagement.,article,News Analysis,,"['Embargoes and Sanctions', 'United States Defense and Military Forces', 'United States International Relations', 'Targeted Killings']",world
2020-01-09,https://www.nytimes.com/2020/01/08/opinion/radical-environmentalism.html,My Journey to Radical Environmentalism,It’s never too late to take action aimed at protecting our planet.,article,Op-Ed,,"['Environment', 'Plastic Bags', 'Waste Materials and Disposal', 'Recycling of Waste Materials', 'Urban Areas']",opinion
2020-01-09,https://www.nytimes.com/2020/01/08/us/politics/trump-iran-suleimani.html,3 Hours From Alert to Attacks: Inside the Race to Protect U.S. Forces From Iran Strikes,"Intelligence that foreshadowed the Iranian attack set off a tense, often confusing afternoon in the White House Situation Room.",article,News,,"['United States International Relations', 'United States Defense and Military Forces', 'United States Politics and Government', 'Military Bases and Installations', 'Espionage and Intelligence Services']",politics
2020-01-09,https://www.nytimes.com/2020/01/08/us/politics/senator-mike-lee-iran-briefing.html,"Mike Lee, a G.O.P. Senator, Calls Administration’s Iran Briefing ‘Insulting’",Mr. Lee lashed out after he said he was chided by a top administration official for questioning President Trump’s Iran strategy.,article,News,,"['United States Politics and Government', 'United States Defense and Military Forces', 'War Powers Act (1973)', 'War and Emergency Powers (US)', 'United States International Relations']",politics
2020-01-09,https://www.nytimes.com/2020/01/08/world/europe/meghan-harry-united-kingdom.html,"For Prince Harry and His Wife, Meghan, a Tricky Balancing Act","Others have tried to be both part of the royal family, and separate from it. None have succeeded. Can the Duke and Duchess of Sussex pull it off?",article,News,,['Royal Families'],world
2020-01-09,https://www.nytimes.com/2020/01/08/health/china-pneumonia-outbreak-virus.html,China Identifies New Virus Causing Pneumonialike Illness,"The new coronavirus doesn’t appear to be readily spread by humans, but researchers caution that more study is needed.",article,News,,"['Respiratory Diseases', 'Coronavirus (2019-nCoV)', 'SARS (Severe Acute Respiratory Syndrome)', 'Viruses', 'Epidemics', 'Pneumonia']",health
2020-01-09,https://www.nytimes.com/2020/01/08/crosswords/daily-puzzle-2020-01-09.html,They Leave in the Spring,Alex Eaton-Salners is back with a tough Thursday.,article,News,,['Crossword Puzzles'],crosswords
2020-01-09,https://www.nytimes.com/2020/01/08/us/brian-rini-timmothy-pitzen-guilty.html,Ohio Man Who Claimed to Be Missing Boy Pleads Guilty to Identity Theft,"Last year Brian Rini told officers he was Timmothy Pitzen, a missing Illinois boy who would now be a teenager. Mr. Rini, 23 at the time, had recently been released from an Ohio prison.",article,News,,"['Missing Persons', 'Identity Theft']",us
2020-01-09,https://www.nytimes.com/2020/01/08/pageoneplus/corrections-jan-9-2020.html,"Corrections: Jan. 9, 2020","Corrections that appeared in print on Thursday, Jan. 9, 2020.",article,Correction,,[],us
2020-01-09,https://www.nytimes.com/2020/01/08/todayspaper/quotation-of-the-day-its-barrage-left-little-damage-but-iran-has-deadlier-weapons.html,"Quotation of the Day: Its Barrage Left Little Damage, but Iran Has Deadlier Weapons","Quotation of the Day for Thursday, January 9, 2020.",article,Quote,,[],todayspaper
2020-01-09,https://www.nytimes.com/2020/01/08/us/politics/bernie-sanders-elizabeth-warren-iran.html,Bernie Sanders and Elizabeth Warren Jointly Urge Against War With Iran,"In a call on Wednesday night hosted by left-leaning groups, the two presidential candidates denounced President Trump’s role in the crisis, even as the threat of open conflict appeared to subside.",article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']",politics
2020-01-09,https://www.nytimes.com/2020/01/09/briefing/iran-prince-harry-meghan.html,"Iran, Prince Harry, Meghan Markle: Your Thursday Briefing",Here’s what you need to know.,article,briefing,,[],briefing
2020-01-09,https://www.nytimes.com/2020/01/09/arts/television/whats-on-tv-thursday-cheer-and-pavarotti.html,What’s on TV Thursday: ‘Cheer’ and ‘Pavarotti’,A new Netflix documentary series follows competitive cheerleaders. And a recent documentary about Luciano Pavarotti airs on Showtime.,article,News,,"['Television', 'Movies']",arts
2020-01-09,https://www.nytimes.com/2020/01/09/learning/word-quiz-tableau.html,Word + Quiz: tableau,This word has appeared in 96 articles on NYTimes.com in the past year.,article,News,,[],learning
2020-01-09,https://www.nytimes.com/2020/01/09/learning/a-of-two.html,‘A 📖 of Two 🏙’,A graphic artist rewrote the opening line of this classic using emojis. Give it a try with your own favorite book.,article,News,,[],learning
2020-01-09,https://www.nytimes.com/2020/01/09/nyregion/fotis-jennifer-dulos-case-update.html,Jennifer Dulos Killing: Suspect May Have Dug Grave at Gun Club,"Her body has not been discovered. But the suspect was linked to the six-foot-long hole at the Connecticut club, the arrest warrant says.",article,News,,"['Murders, Attempted Murders and Homicides']",nyregion
2020-01-09,https://www.nytimes.com/2020/01/09/sports/football/titans-ravens-henry-tannehill.html,The Titans Slew a Giant. Can They Take Down Another?,Tennessee’s combination of power running and a few deep passes does not look particularly modern — but it just might give the Baltimore Ravens a taste of their own medicine.,article,News,,['Football'],sports
2020-01-09,https://www.nytimes.com/2020/01/09/sports/ncaafootball/ed-orgeron.html,Ed Orgeron Becomes the Cajun Yogi Berra,The L.S.U. coach lifted his football team to No. 1 with his skill and challenged cultural stereotypes with his colorful voice.,article,News,,['Voice and Speech'],sports
2020-01-09,https://www.nytimes.com/2020/01/09/arts/television/late-night-trump-tweet-iran-seth-meyers.html,"Trump Tweets ‘All Is Well,’ but Late Night Has Its Doubts","“That’s not how you address the nation on matters of war,” Seth Myers said. “That’s how a sophomore addresses his parents on a postcard from a trip abroad.”",article,News,,[],arts
2020-01-09,https://www.nytimes.com/2020/01/09/learning/preserving-languages.html,Lesson of the Day: ‘Just 700 Speak This Language (50 in the Same Brooklyn Building)’,"In this lesson, students will consider the languages in their community and how language can be a way to preserve culture and tradition.",article,News,,"['Language and Languages', 'English Language', 'Immigration and Emigration']",learning
2020-01-09,https://www.nytimes.com/2020/01/09/magazine/judge-john-hodgman-on-eating-pizza-with-a-knife-and-fork.html,Judge John Hodgman on Eating Pizza With a Knife and Fork,Should our neighbors to the north be compelled to eat with their hands?,article,News,,"['Pizza', 'Comedy and Humor']",magazine
2020-01-09,https://www.nytimes.com/2020/01/09/books/review/the-girls-with-no-names-serena-burdick.html,Where the Wild Ones Go,"In Serena Burdick’s new novel, a home for wayward girls looms large.",article,Review,,['Books and Literature'],books
2020-01-09,https://www.nytimes.com/2020/01/09/magazine/united-arab-emirates-mohammed-bin-zayed.html,Mohammed bin Zayed’s Dark Vision of the Middle East’s Future,The enigmatic leader of the U.A.E. may soon emerge as the region’s most powerful figure. What does he really want?,article,News,,"['Muslims and Islam', 'Terrorism', 'Middle East and North Africa Unrest (2010- )', 'United States International Relations']",magazine
2020-01-09,https://www.nytimes.com/2020/01/09/books/review/inside-the-list-kiley-reid.html,Kiley Reid Has Done Her Share of Soul-Searching in Coffee Shops,Meet the debut author behind the first instant best seller of the year.,article,List,,['Books and Literature'],books
2020-01-09,https://www.nytimes.com/2020/01/09/learning/do-you-complain-too-much-too-little-or-just-the-right-amount.html,"Do You Complain Too Much, Too Little or Just the Right Amount?",Research shows that griping can be good for you. Has it ever played a positive role in your life?,article,News,,[],learning
2020-01-09,https://www.nytimes.com/2020/01/09/style/women-salary-transparency.html,I’ll Share My Salary Information if You Share Yours,Forget talking about our sex lives. The modern woman is talking about money.,article,News,,"['your-feed-selfcare', 'your-feed-work', 'Wages and Salaries', 'Women and Girls', 'Content Type: Service']",style
2020-01-09,https://www.nytimes.com/2020/01/09/well/live/fitness-instructors-vocal-injuries-shouting.html,Loud Fitness Classes Take a Toll on Instructors’ Voices,Motivating clients to push themselves by shouting at high volume can compromise fitness instructors’ vocal health.,article,News,,"['Exercise', 'Health Clubs', 'Voice and Speech', 'Workplace Hazards and Violations']",well
2020-01-09,https://www.nytimes.com/interactive/2020/01/09/realestate/09hunt-cozzi.html,"In Bay Ridge, a Couple With ‘Dishwasher Dreams’ Choose Among Three Apartments to Buy","After a decade of renting a ground-floor apartment, the first-time buyers tested their budget in their favorite Brooklyn neighborhood. Here’s where they wound up.",multimedia,Interactive Feature,,['Real Estate and Housing (Residential)'],realestate
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/vaccine-hesitancy.html,You Are Unvaccinated and Got Sick. These Are Your Odds.,Comparing the dangerous effects of three diseases with the minimal side effects of their corresponding vaccines.,article,Op-Ed,,"['Vaccination and Immunization', 'Measles', 'Human Papillomavirus (HPV)', 'Autism', 'Mumps', 'Children and Childhood', 'Cervical Cancer', 'Rumors and Misinformation', 'Influenza', 'Preventive Medicine']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/books/review/william-gibson-by-the-book-interview.html,"For William Gibson, Seeing the Future Is Easy. But the Past?","“Alternate history, in my opinion, is a more demanding game,” says the author of “Agency” and other science fiction novels, “if only because conventional historical fiction, like history, is itself highly speculative.”",article,News,,"['Books and Literature', 'Writing and Writers']",books
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/listening-tips.html,Talk Less. Listen More. Here’s How.,"Lessons in the art of listening, from a C.I.A. agent, a focus group moderator and more.",article,Op-Ed,,"['Computers and the Internet', 'Research', 'Noise']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/style/exercise-why-is-everyone-stretching.html,Why Is Everyone Stretching?,Is it the next Pilates? Can it make you taller? Our columnist booked a session.,article,News,,['Exercise'],style
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/renewable-energy-oil-companies.html,We Can’t Slow Climate Change Without the Energy Companies,Bigger and faster emissions reductions are possible if environmentalists and industry work together.,article,Op-Ed,,"['Greenhouse Gas Emissions', 'Oil (Petroleum) and Gasoline', 'Alternative and Renewable Energy', 'Regulation and Deregulation of Industry']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/1856-election-2020.html,It’s 1856 All Over Again,Immigration. Race. Demographic change. Political demagogy. That year’s presidential race had it all. What can it tell us about 2020?,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Slavery (Historical)']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/books/garth-greenwell-cleanness.html,Garth Greenwell Comes Clean,"In his new book, the writer sought to create “something that was 100 percent pornographic and 100 percent high art.”",article,News,,"['Books and Literature', 'Homosexuality and Bisexuality', 'Writing and Writers', 'Classical Music']",books
2020-01-09,https://www.nytimes.com/2020/01/09/travel/top-destinations-52-places.html,How We Picked the 2020 ‘Places to Go’ List,"There are so many places in the world, and only 52 spots. How do we choose? (Do you know all the synonyms for “argue”?)",article,News,,"['Travel and Vacations', 'Global Warming', 'Eco-Tourism', 'AIRLINES AND AIRPLANES', 'Hotels and Travel Lodgings', 'Cruises']",travel
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/voter-turnout-2020.html,What if Democrats Tried Real Outreach?,We focused on nonvoters and infrequent ones before the 2018 midterm elections and saw astonishing results.,article,Op-Ed,,"['Voting and Voters', 'Presidential Election of 2020', 'Midterm Elections (2018)']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/iran-war-us.html,We Really Must Stop Starting Wars,"Technology is turning war into an outdated, ineffective means of resolving conflict. Here’s a crazy idea: Let’s avoid war.",article,Op-Ed,,"['United States Defense and Military Forces', 'Defense and Military Forces', 'Cyberwarfare and Defense', 'Politics and Government', 'Afghanistan War (2001- )']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/us/politics/michael-bloomberg-2020-campaign.html,Around the Country in 17 Hours With Michael Bloomberg,There is a way that people generally run for president. And there is whatever Mr. Bloomberg is doing.,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government']",politics
2020-01-09,https://www.nytimes.com/2020/01/09/us/politics/bernie-sanders-sunrise-movement-endorsement.html,Bernie Sanders’s Latest Endorsement: Sunrise Movement,The move by the group of young climate activists was another sign that left-wing advocacy organizations have increasingly coalesced around the Vermont senator’s candidacy.,article,News,,"['Endorsements', 'Presidential Election of 2020', 'Green New Deal', 'Global Warming', 'Primaries and Caucuses', 'United States Politics and Government']",politics
2020-01-09,https://www.nytimes.com/2020/01/09/reader-center/glock-19-kit.html,A Different Kind of Reporting Assignment: Build a Glock 19,"“Ghosts Guns,” assembled from kits, can be bought online and don’t have serial numbers. To learn more about them, we ordered one.",article,News,,"['Gun Control', 'Firearms', 'United States Politics and Government']",reader-center
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/the-argument-trump-iran-suleimani.html,Does Trump Have an Iran Strategy?,And could America really ditch the two-party system?,article,Op-Ed,,"['United States Politics and Government', 'Targeted Killings', 'United States Defense and Military Forces', 'Defense and Military Forces', 'Elections', 'Voting and Voters', 'Conservatism (US Politics)', 'Liberalism (US Politics)']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/science/australia-fire-ecology-insects.html,Some of Australia’s Smallest Species Could Be Lost to Wildfires,"Velvet worms, trapdoor spiders: Scientists worry about the fate of the nation’s many remarkable, overlooked endemic creatures.",article,News,,"['Wildfires', 'Insects', 'Spiders', 'Grasshoppers', 'Bees', 'Conservation of Resources', 'Biodiversity', 'Invasive Species', 'your-feed-science']",science
2020-01-09,https://www.nytimes.com/2020/01/09/business/sara-horowitz-trupo-corner-office.html,"To Guide the Labor Movement’s Future, She Looks to Its Past",Sara Horowitz founded the Freelancers Union and has a new company that bundles insurance for gig workers.,article,News,,"['Organized Labor', 'Freelancing, Self-Employment and Independent Contracting']",business
2020-01-09,https://www.nytimes.com/2020/01/09/us/mississippi-prisons.html,‘A Blood Bath’: 5 Dead as Gang Violence Rocks Mississippi Prisons,"Five inmates were slain last week, and two inmates escaped. The violence has illuminated an understaffed system troubled by gang warfare.",article,News,,"['Gangs', 'Prisons and Prisoners', 'Prison Guards and Corrections Officers', 'Race and Ethnicity', 'Murders, Attempted Murders and Homicides', 'Demonstrations, Protests and Riots', 'Criminal Justice', 'Civil Rights and Liberties']",us
